"cls_id" "cls_date" "send_col" "receive_col" "time_estimate_col" "type_col" "time_col" "private_col" "social_col" "public_task_col" "private_task_col" "public_social_col" "private_social_col" "question_col" "answer_col" "teach_talk_col" "to_all_col" "from_all_col" "hand_col" "sanction_col" "praise_col" "right_col" "wrong_col" "cheat_col" "joke_col"
182 "3/27/97" 8 15 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 14 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 13 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 16 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 17 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 18 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 7 8 40.264 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 7 40.358 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 40.453 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 40.547 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 2 40.736 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 5 40.83 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 40.925 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 41.019 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 1 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 2 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 4 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 5 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 6 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 7 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 8 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 9 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 10 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 12 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 15 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 14 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 13 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 16 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 17 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 3 18 41.113 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 15 41.208 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 15 8 41.302 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 41.396 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 41.491 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 41.585 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 41.679 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 41.774 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 41.868 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 7 41.962 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 9 42.057 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 17 42.151 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 5 42.245 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 5 42.34 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 3 42.434 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 42.528 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 42.623 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 42.717 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 42.811 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 8 42.906 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 7 43 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
