"ids" "gender" "prestige" "research_type" "subject"
41491 1 "low prestige" "quantitative" 21
41492 NA "low prestige" "quantitative" 8
41493 1 "low prestige" "quantitative" 20
41494 0 "low prestige" "quantitative" 21
41495 1 "low prestige" "quantitative" 21
41496 1 "low prestige" "mixed" 21
41497 0 "low prestige" "quantitative" 21
41498 1 "low prestige" "quantitative" 16
41499 NA "low prestige" "quantitative" 15
41500 1 "low prestige" "qualitative" 20
41501 0 "low prestige" "qualitative" 21
41502 1 "low prestige" "quantitative" 8
41503 0 "low prestige" "mixed" 21
41504 1 "low prestige" "qualitative" 6
41505 0 "low prestige" "qualitative" 21
41506 NA "low prestige" "quantitative" 14
41507 0 "low prestige" "quantitative" 21
41508 0 "low prestige" "qualitative" 21
41509 0 "low prestige" "qualitative" 21
41510 1 "low prestige" "quantitative" 20
41511 1 "low prestige" "qualitative" 4
41512 NA "low prestige" "quantitative" 20
41513 1 "low prestige" "quantitative" 15
41514 1 "low prestige" "qualitative" 21
41515 1 "low prestige" "qualitative" 3
41516 1 "low prestige" "qualitative" 21
41517 0 "low prestige" "qualitative" 21
41518 1 "low prestige" "quantitative" 14
41519 1 "low prestige" "quantitative" 21
41520 1 "low prestige" "qualitative" 8
41521 NA "low prestige" "qualitative" 21
41522 0 "low prestige" "quantitative" 21
41523 0 "low prestige" "quantitative" 27
41524 1 "high prestige" "qualitative" 20
41525 0 "low prestige" "quantitative" 14
41526 1 "low prestige" "quantitative" 21
41527 1 "low prestige" "qualitative" 4
41528 NA "low prestige" "quantitative" 19
41529 0 "low prestige" "quantitative" 20
41530 NA "low prestige" "quantitative" 7
41531 0 "low prestige" "quantitative" 19
41532 0 "low prestige" "quantitative" 19
41533 1 "low prestige" "mixed" 19
41534 1 "low prestige" "mixed" 29
41535 NA "low prestige" "qualitative" 7
41536 NA "low prestige" "quantitative" 6
41537 0 "low prestige" "quantitative" 10
41538 NA "low prestige" "quantitative" 3
41539 NA "low prestige" "quantitative" 19
41540 0 "low prestige" "quantitative" 6
41541 NA "low prestige" "qualitative" 6
41542 1 "low prestige" "mixed" 18
41543 1 "low prestige" "quantitative" 21
41544 0 "low prestige" "quantitative" 21
41545 NA "low prestige" "quantitative" 13
41546 0 "low prestige" "quantitative" 15
41547 1 "low prestige" "mixed" 21
41548 NA "low prestige" "quantitative" 20
41549 0 "low prestige" "qualitative" 21
41550 0 "low prestige" "quantitative" 24
41551 0 "low prestige" "qualitative" 6
41552 1 "low prestige" "quantitative" 10
41553 1 "low prestige" "quantitative" 24
41554 0 "high prestige" "quantitative" 10
41555 1 "high prestige" "qualitative" 10
41556 NA "low prestige" "quantitative" 19
41557 0 "low prestige" "qualitative" 21
41558 1 "low prestige" "quantitative" 7
41559 NA "low prestige" "quantitative" 19
41560 0 "low prestige" "quantitative" 21
41561 0 "low prestige" "quantitative" 21
41562 0 "low prestige" "quantitative" 21
41563 0 "low prestige" "quantitative" 19
41564 1 "low prestige" "quantitative" 21
41565 1 "low prestige" "quantitative" 21
41566 1 "low prestige" "quantitative" 8
41567 1 "low prestige" "qualitative" 21
41568 0 "low prestige" "mixed" 21
41569 0 "low prestige" "quantitative" 19
41570 1 "low prestige" "quantitative" 11
41571 1 "low prestige" "quantitative" 7
41572 1 "low prestige" "quantitative" 6
41573 1 "low prestige" "quantitative" 3
41574 1 "low prestige" "quantitative" 21
41575 0 "low prestige" "quantitative" 21
41576 NA "low prestige" "quantitative" 21
41577 1 "low prestige" "qualitative" 7
41578 0 "low prestige" "qualitative" 29
41579 0 "low prestige" "qualitative" 21
41580 0 "low prestige" "qualitative" 21
41581 0 "low prestige" "quantitative" 24
41582 1 "low prestige" "quantitative" 21
41583 1 "low prestige" "qualitative" 16
41584 1 "low prestige" "qualitative" 4
41585 1 "low prestige" "qualitative" 24
41586 1 "low prestige" "mixed" 26
41587 0 "low prestige" "qualitative" 29
41588 1 "low prestige" "quantitative" 21
41589 NA "low prestige" "quantitative" 20
41590 1 "low prestige" "quantitative" 8
41591 0 "low prestige" "quantitative" 7
41592 NA "low prestige" "qualitative" 2
41593 0 "low prestige" "qualitative" 7
41594 NA "low prestige" "qualitative" 20
41595 0 "low prestige" "quantitative" 8
41596 0 "low prestige" "qualitative" 14
41597 0 "low prestige" "quantitative" 2
41598 NA "low prestige" "qualitative" 5
41599 0 "low prestige" "quantitative" 8
41600 1 "low prestige" "qualitative" 6
41601 1 "low prestige" "qualitative" 12
41602 NA "low prestige" "qualitative" 21
41603 0 "low prestige" "qualitative" 21
41604 1 "low prestige" "quantitative" 3
41605 NA "low prestige" "quantitative" 21
41606 NA "low prestige" "qualitative" 26
41607 1 "low prestige" "quantitative" 21
41608 1 "low prestige" "qualitative" 18
41609 0 "low prestige" "quantitative" 21
41610 NA "low prestige" "quantitative" 7
41611 1 "low prestige" "quantitative" 19
41612 1 "low prestige" "quantitative" 11
41613 NA "low prestige" "quantitative" 17
41614 NA "low prestige" "qualitative" 21
41615 1 "low prestige" "qualitative" 24
41616 0 "low prestige" "quantitative" 19
41617 NA "low prestige" "quantitative" 21
41618 1 "low prestige" "quantitative" 7
41619 NA "low prestige" "quantitative" 21
41620 NA "low prestige" "qualitative" 21
41621 0 "low prestige" "quantitative" 21
41622 0 "low prestige" "quantitative" 21
41623 NA "low prestige" "quantitative" 24
41624 1 "low prestige" "quantitative" 14
41625 0 "low prestige" "qualitative" 9
41626 NA "low prestige" "qualitative" 20
41627 1 "low prestige" "qualitative" 20
41628 NA "high prestige" "quantitative" 20
41629 0 "low prestige" "quantitative" 20
41630 NA "low prestige" "quantitative" 19
41631 1 "low prestige" "qualitative" 17
41632 0 "low prestige" "quantitative" 14
41633 1 "low prestige" "qualitative" 21
41634 NA "low prestige" "quantitative" 10
41635 1 "low prestige" "qualitative" 21
41636 NA "low prestige" "quantitative" 28
41637 NA "low prestige" "quantitative" 11
41638 0 "low prestige" "mixed" 21
41639 1 "low prestige" "mixed" 20
41640 1 "low prestige" "quantitative" 21
41641 1 "low prestige" "qualitative" 16
41642 NA "low prestige" "qualitative" 17
41643 1 "low prestige" "quantitative" 18
41644 1 "low prestige" "quantitative" 20
41645 1 "low prestige" "qualitative" 21
41646 0 "low prestige" "qualitative" 24
41647 1 "low prestige" "quantitative" 21
41648 1 "low prestige" "qualitative" 21
41649 NA "low prestige" "quantitative" 21
41650 1 "low prestige" "quantitative" 20
41651 1 "low prestige" "quantitative" 21
41652 1 "low prestige" "qualitative" 20
41653 NA "low prestige" "quantitative" 21
41654 1 "low prestige" "qualitative" 24
41655 0 "low prestige" "quantitative" 21
41656 0 "low prestige" "quantitative" 21
41657 0 "low prestige" "quantitative" 29
41658 0 "low prestige" "quantitative" 26
41659 NA "low prestige" "quantitative" 7
41660 1 "low prestige" "quantitative" 17
41661 NA "low prestige" "quantitative" 18
41662 NA "low prestige" "quantitative" 25
41663 1 "low prestige" "quantitative" 15
41664 1 "low prestige" "qualitative" 21
41665 0 "low prestige" "mixed" 21
41666 NA "high prestige" "quantitative" 18
41667 NA "high prestige" "quantitative" 18
41668 1 "low prestige" "qualitative" 14
41669 NA "low prestige" "quantitative" 8
41670 1 "low prestige" "quantitative" 21
41671 NA "low prestige" "quantitative" 7
41672 1 "low prestige" "qualitative" 4
41673 1 "low prestige" "quantitative" 24
41674 1 "low prestige" "quantitative" 21
41675 1 "low prestige" "quantitative" 20
41676 1 "low prestige" "quantitative" 21
41677 0 "low prestige" "quantitative" 21
41678 NA "low prestige" "quantitative" 21
41679 NA "low prestige" "quantitative" 9
41680 1 "low prestige" "qualitative" 20
41681 1 "low prestige" "qualitative" 18
41682 0 "low prestige" "quantitative" 19
41683 NA "low prestige" "quantitative" 21
41684 NA "low prestige" "quantitative" 21
41685 1 "high prestige" "quantitative" 15
41686 0 "low prestige" "quantitative" 21
41687 NA "low prestige" "qualitative" 21
41688 0 "low prestige" "mixed" 3
41689 0 "low prestige" "qualitative" 24
41690 0 "low prestige" "qualitative" 16
41691 0 "low prestige" "mixed" 21
41692 NA "high prestige" "quantitative" 1
41693 0 "low prestige" "qualitative" 21
41694 1 "low prestige" "quantitative" 16
41695 NA "low prestige" "quantitative" 20
41696 1 "low prestige" "quantitative" 3
41697 0 "low prestige" "qualitative" 24
41698 1 "low prestige" "qualitative" 6
41699 NA "low prestige" "quantitative" 3
41700 1 "low prestige" "quantitative" 21
41701 1 "low prestige" "qualitative" 3
41702 1 "low prestige" "quantitative" 3
41703 1 "low prestige" "quantitative" 19
41704 1 "low prestige" "qualitative" 21
41705 0 "high prestige" "quantitative" 6
41706 0 "low prestige" "qualitative" 21
41707 0 "low prestige" "qualitative" 21
41708 1 "low prestige" "quantitative" 21
41709 1 "low prestige" "qualitative" 9
41710 1 "low prestige" "mixed" 21
41711 0 "low prestige" "quantitative" 16
41712 0 "low prestige" "quantitative" 21
41713 NA "low prestige" "qualitative" 21
41714 0 "low prestige" "quantitative" 21
41715 1 "low prestige" "qualitative" 21
41716 0 "low prestige" "qualitative" 26
41717 NA "low prestige" "quantitative" 19
41718 1 "low prestige" "quantitative" 19
41719 NA "low prestige" "qualitative" 8
41720 0 "low prestige" "quantitative" 21
41721 0 "low prestige" "quantitative" 13
41722 0 "low prestige" "qualitative" 20
41723 0 "low prestige" "quantitative" 21
41724 1 "low prestige" "quantitative" 6
41725 1 "low prestige" "qualitative" 26
41726 1 "low prestige" "quantitative" 14
41727 0 "low prestige" "quantitative" 21
41728 0 "low prestige" "quantitative" 21
41729 1 "low prestige" "qualitative" 21
41730 1 "low prestige" "quantitative" 21
41731 1 "low prestige" "qualitative" 14
41732 NA "low prestige" "quantitative" 21
41733 1 "low prestige" "quantitative" 21
41734 1 "high prestige" "qualitative" 8
41735 1 "low prestige" "quantitative" 21
41736 1 "low prestige" "quantitative" 21
41737 0 "high prestige" "quantitative" 16
41738 1 "low prestige" "quantitative" 21
41739 0 "low prestige" "qualitative" 9
41740 NA "low prestige" "qualitative" 26
41741 1 "low prestige" "quantitative" 21
41742 NA "low prestige" "qualitative" 7
41743 0 "low prestige" "quantitative" 21
41744 1 "low prestige" "qualitative" 24
41745 1 "low prestige" "quantitative" 3
41746 1 "low prestige" "qualitative" 11
41747 NA "low prestige" "qualitative" 7
41748 1 "low prestige" "quantitative" 8
41749 0 "low prestige" "quantitative" 21
41750 0 "low prestige" "qualitative" 29
41751 0 "high prestige" "quantitative" 1
41752 0 "low prestige" "quantitative" 9
41753 NA "low prestige" "quantitative" 21
41754 0 "low prestige" "quantitative" 21
41755 NA "low prestige" "qualitative" 21
41756 1 "low prestige" "mixed" 21
41757 0 "low prestige" "quantitative" 19
41758 1 "high prestige" "qualitative" 9
41759 0 "low prestige" "quantitative" 21
41760 NA "low prestige" "quantitative" 9
41761 0 "low prestige" "quantitative" 19
41762 0 "low prestige" "quantitative" 13
41763 1 "low prestige" "quantitative" 19
41764 1 "low prestige" "mixed" 8
41765 1 "low prestige" "quantitative" 28
41766 0 "low prestige" "quantitative" 21
41767 1 "low prestige" "qualitative" 20
41768 0 "low prestige" "quantitative" 21
41769 1 "low prestige" "quantitative" 18
41770 0 "low prestige" "quantitative" 19
41771 NA "low prestige" "quantitative" 19
41772 0 "low prestige" "qualitative" 21
41773 1 "low prestige" "quantitative" 21
41774 1 "low prestige" "mixed" 21
41775 0 "low prestige" "quantitative" 21
41776 NA "low prestige" "quantitative" 21
41777 NA "low prestige" "qualitative" 19
41778 NA "low prestige" "qualitative" 19
41779 NA "low prestige" "quantitative" 6
41780 1 "low prestige" "quantitative" 20
41781 0 "low prestige" "qualitative" 8
41782 NA "low prestige" "quantitative" 18
41783 NA "low prestige" "mixed" 11
41784 NA "low prestige" "quantitative" 9
41785 1 "high prestige" "quantitative" 6
41786 NA "low prestige" "quantitative" 15
41787 1 "low prestige" "qualitative" 6
41788 0 "low prestige" "quantitative" 21
41789 1 "high prestige" "qualitative" 4
41790 0 "low prestige" "qualitative" 19
41791 0 "low prestige" "quantitative" 21
41792 0 "low prestige" "quantitative" 3
41793 NA "low prestige" "mixed" 3
41794 1 "low prestige" "quantitative" 19
41795 1 "low prestige" "quantitative" 21
41796 NA "low prestige" "qualitative" 21
41797 0 "low prestige" "quantitative" 6
41798 1 "low prestige" "qualitative" 3
41799 1 "low prestige" "quantitative" 21
41800 0 "low prestige" "mixed" 24
41801 1 "low prestige" "quantitative" 21
41802 1 "low prestige" "quantitative" 21
41803 NA "low prestige" "quantitative" 18
41804 0 "low prestige" "qualitative" 15
41805 1 "low prestige" "quantitative" 14
41806 1 "low prestige" "qualitative" 20
41807 NA "low prestige" "qualitative" 26
41808 1 "low prestige" "quantitative" 8
41809 1 "low prestige" "qualitative" 21
41810 0 "low prestige" "quantitative" 21
41811 NA "low prestige" "quantitative" 21
41812 1 "low prestige" "qualitative" 17
41813 1 "low prestige" "quantitative" 9
41814 1 "high prestige" "quantitative" 6
41815 0 "low prestige" "quantitative" 21
41816 1 "low prestige" "quantitative" 11
41817 0 "low prestige" "quantitative" 21
41818 NA "low prestige" "quantitative" 20
41819 1 "low prestige" "quantitative" 21
41820 1 "low prestige" "qualitative" 24
41821 1 "low prestige" "quantitative" 20
41822 1 "low prestige" "quantitative" 21
41823 1 "low prestige" "mixed" 21
41824 0 "low prestige" "qualitative" 21
41825 1 "low prestige" "qualitative" 26
41826 NA "low prestige" "qualitative" 8
41827 0 "low prestige" "quantitative" 4
41828 NA "low prestige" "quantitative" 24
41829 NA "low prestige" "quantitative" 13
41830 1 "low prestige" "quantitative" 19
41831 NA "low prestige" "quantitative" 20
41832 NA "low prestige" "quantitative" 7
41833 NA "low prestige" "quantitative" 21
41834 NA "low prestige" "quantitative" 21
41835 0 "low prestige" "quantitative" 21
41836 NA "low prestige" "qualitative" 19
41837 NA "high prestige" "quantitative" 27
41838 NA "low prestige" "quantitative" 20
41839 1 "low prestige" "mixed" 21
41840 1 "low prestige" "qualitative" 3
41841 NA "low prestige" "quantitative" 21
41842 0 "low prestige" "qualitative" 19
41843 1 "low prestige" "quantitative" 2
41844 1 "low prestige" "quantitative" 21
41845 0 "low prestige" "qualitative" 21
41846 NA "low prestige" "qualitative" 2
41847 NA "low prestige" "qualitative" 21
41848 NA "low prestige" "quantitative" 14
41849 NA "low prestige" "quantitative" 21
41850 0 "low prestige" "quantitative" 14
41851 0 "low prestige" "quantitative" 21
41852 1 "low prestige" "qualitative" 16
41853 NA "low prestige" "quantitative" 24
41854 NA "low prestige" "mixed" 19
41855 0 "low prestige" "qualitative" 21
41856 1 "low prestige" "quantitative" 20
41857 NA "low prestige" "quantitative" 29
41858 0 "low prestige" "quantitative" 21
41859 0 "low prestige" "quantitative" 19
41860 0 "low prestige" "quantitative" 20
41861 0 "low prestige" "quantitative" 3
41862 0 "low prestige" "quantitative" 21
41863 0 "low prestige" "quantitative" 3
41864 NA "low prestige" "qualitative" 4
41865 1 "low prestige" "quantitative" 10
41866 NA "low prestige" "qualitative" 20
41867 1 "low prestige" "qualitative" 7
41868 0 "low prestige" "quantitative" 19
41869 1 "low prestige" "quantitative" 19
41870 NA "low prestige" "mixed" 19
41871 0 "low prestige" "qualitative" 26
41872 0 "low prestige" "qualitative" 26
41873 1 "low prestige" "quantitative" 6
41874 1 "low prestige" "quantitative" 4
41875 1 "low prestige" "quantitative" 21
41876 0 "low prestige" "quantitative" 21
41877 NA "low prestige" "quantitative" 21
41878 NA "low prestige" "qualitative" 21
41879 NA "low prestige" "quantitative" 21
41880 1 "low prestige" "qualitative" 21
41881 1 "high prestige" "quantitative" 8
41882 1 "low prestige" "quantitative" 18
41883 NA "low prestige" "qualitative" 21
41884 0 "low prestige" "quantitative" 21
41885 0 "low prestige" "quantitative" 24
41886 NA "low prestige" "mixed" 2
41887 0 "low prestige" "qualitative" 11
41888 1 "low prestige" "qualitative" 14
41889 1 "low prestige" "quantitative" 4
41890 1 "low prestige" "qualitative" 21
41891 1 "low prestige" "quantitative" 19
41892 1 "low prestige" "quantitative" 21
41893 NA "low prestige" "quantitative" 24
41894 1 "low prestige" "quantitative" 7
41895 0 "low prestige" "qualitative" 1
41896 NA "low prestige" "qualitative" 21
41897 1 "low prestige" "quantitative" 19
41898 NA "low prestige" "quantitative" 2
41899 1 "low prestige" "qualitative" 2
41900 0 "low prestige" "quantitative" 12
41901 0 "low prestige" "quantitative" 6
41902 NA "low prestige" "qualitative" 21
41903 0 "low prestige" "quantitative" 24
41904 NA "low prestige" "quantitative" 6
41905 NA "low prestige" "quantitative" 8
41906 NA "low prestige" "quantitative" 7
41907 NA "low prestige" "qualitative" 6
41908 NA "low prestige" "qualitative" 20
41909 NA "low prestige" "quantitative" 3
41910 0 "low prestige" "quantitative" 24
41911 0 "low prestige" "quantitative" 13
41912 1 "low prestige" "qualitative" 21
41913 1 "low prestige" "qualitative" 7
41914 1 "low prestige" "quantitative" 20
41915 1 "low prestige" "mixed" 4
41916 0 "low prestige" "qualitative" 15
41917 NA "low prestige" "qualitative" 2
41918 NA "low prestige" "quantitative" 8
41919 1 "low prestige" "qualitative" 6
41920 NA "low prestige" "quantitative" 7
41921 0 "low prestige" "qualitative" 21
41922 1 "low prestige" "qualitative" 21
41923 1 "low prestige" "quantitative" 8
41924 NA "low prestige" "qualitative" 21
41925 1 "low prestige" "qualitative" 21
41926 0 "low prestige" "qualitative" 21
41927 1 "low prestige" "quantitative" 20
41928 1 "low prestige" "quantitative" 21
41929 0 "low prestige" "qualitative" 20
41930 0 "low prestige" "qualitative" 20
41931 1 "low prestige" "quantitative" 3
41932 0 "low prestige" "qualitative" 21
41933 0 "low prestige" "qualitative" 21
41934 0 "low prestige" "qualitative" 20
41935 1 "low prestige" "quantitative" 21
41936 0 "low prestige" "qualitative" 20
41937 0 "low prestige" "quantitative" 19
41938 1 "low prestige" "qualitative" 7
41939 1 "low prestige" "qualitative" 21
41940 1 "low prestige" "qualitative" 4
41941 NA "low prestige" "quantitative" 19
41942 1 "low prestige" "qualitative" 26
41943 1 "low prestige" "quantitative" 21
41944 1 "low prestige" "quantitative" 21
41945 1 "low prestige" "quantitative" 4
41946 0 "low prestige" "quantitative" 21
41947 NA "low prestige" "qualitative" 21
41948 NA "low prestige" "quantitative" 21
41949 0 "low prestige" "quantitative" 6
41950 NA "low prestige" "qualitative" 7
41951 0 "low prestige" "qualitative" 4
41952 NA "low prestige" "quantitative" 19
41953 NA "low prestige" "quantitative" 21
41954 NA "low prestige" "quantitative" 20
41955 1 "low prestige" "quantitative" 21
41956 NA "low prestige" "quantitative" 20
41957 NA "low prestige" "quantitative" 19
41958 NA "low prestige" "quantitative" 1
41959 1 "low prestige" "quantitative" 19
41960 1 "low prestige" "quantitative" 27
41961 1 "low prestige" "qualitative" 7
41962 NA "low prestige" "quantitative" 21
41963 1 "low prestige" "quantitative" 14
41964 NA "low prestige" "quantitative" 21
41965 1 "low prestige" "quantitative" 8
41966 0 "low prestige" "qualitative" 14
41967 NA "low prestige" "quantitative" 21
41968 0 "low prestige" "quantitative" 21
41969 1 "low prestige" "quantitative" 19
41970 1 "low prestige" "quantitative" 21
41971 NA "low prestige" "qualitative" 21
41972 1 "low prestige" "quantitative" 20
41973 1 "low prestige" "qualitative" 2
41974 1 "low prestige" "qualitative" 5
41975 1 "low prestige" "qualitative" 8
41976 1 "low prestige" "quantitative" 7
41977 1 "low prestige" "qualitative" 22
41978 1 "low prestige" "quantitative" 18
41979 0 "low prestige" "quantitative" 21
41980 1 "low prestige" "quantitative" 21
41981 0 "low prestige" "qualitative" 21
41982 1 "low prestige" "quantitative" 21
41983 1 "low prestige" "quantitative" 20
41984 0 "low prestige" "qualitative" 19
41985 NA "low prestige" "qualitative" 6
41986 1 "low prestige" "qualitative" 13
41987 1 "low prestige" "quantitative" 20
41988 1 "low prestige" "quantitative" 20
41989 NA "low prestige" "quantitative" 3
41990 NA "low prestige" "qualitative" 2
41991 1 "low prestige" "qualitative" 1
41992 1 "low prestige" "quantitative" 21
41993 0 "low prestige" "quantitative" 21
41994 1 "low prestige" "quantitative" 1
41995 0 "low prestige" "mixed" 21
41996 1 "low prestige" "qualitative" 20
41997 1 "low prestige" "quantitative" 24
41998 0 "low prestige" "mixed" 8
41999 1 "low prestige" "quantitative" 21
42000 NA "low prestige" "quantitative" 27
42001 0 "low prestige" "quantitative" 21
42002 NA "low prestige" "quantitative" 19
42003 0 "low prestige" "quantitative" 19
42004 NA "low prestige" "quantitative" 21
42005 1 "low prestige" "qualitative" 26
42006 1 "low prestige" "quantitative" 15
42007 0 "low prestige" "mixed" 21
42008 1 "low prestige" "qualitative" 24
42009 NA "low prestige" "quantitative" 8
42010 0 "high prestige" "quantitative" 19
42011 0 "low prestige" "quantitative" 21
42012 1 "low prestige" "quantitative" 21
42013 1 "low prestige" "quantitative" 15
42014 1 "low prestige" "quantitative" 19
42015 1 "low prestige" "quantitative" 6
42016 1 "low prestige" "mixed" 23
42017 1 "low prestige" "qualitative" 16
42018 1 "low prestige" "mixed" 20
42019 NA "low prestige" "quantitative" 3
42020 0 "high prestige" "qualitative" 4
42021 0 "low prestige" "qualitative" 24
42022 1 "low prestige" "quantitative" 24
42023 1 "low prestige" "quantitative" 21
42024 0 "low prestige" "quantitative" 27
42025 NA "low prestige" "quantitative" 21
42026 0 "low prestige" "quantitative" 19
42027 1 "low prestige" "quantitative" 24
42028 1 "low prestige" "quantitative" 21
42029 1 "low prestige" "qualitative" 21
42030 0 "low prestige" "quantitative" 8
42031 NA "high prestige" "quantitative" 3
42032 1 "low prestige" "qualitative" 21
42033 0 "low prestige" "quantitative" 26
42034 1 "low prestige" "qualitative" 21
42035 0 "low prestige" "quantitative" 21
42036 0 "low prestige" "qualitative" 21
42037 NA "low prestige" "mixed" 21
42038 1 "low prestige" "quantitative" 21
42039 0 "low prestige" "quantitative" 21
42040 0 "low prestige" "qualitative" 21
42041 NA "low prestige" "qualitative" 20
42042 NA "low prestige" "quantitative" 13
42043 1 "low prestige" "quantitative" 9
42044 NA "low prestige" "mixed" 7
42045 0 "low prestige" "quantitative" 21
42046 0 "low prestige" "qualitative" 21
42047 0 "low prestige" "qualitative" 14
42048 NA "low prestige" "quantitative" 20
42049 NA "low prestige" "qualitative" 8
42050 NA "low prestige" "quantitative" 19
42051 0 "low prestige" "quantitative" 7
42052 NA "low prestige" "quantitative" 21
42053 0 "low prestige" "mixed" 3
42054 NA "low prestige" "quantitative" 19
42055 1 "low prestige" "qualitative" 7
42056 NA "low prestige" "qualitative" 20
42057 1 "low prestige" "quantitative" 20
42058 0 "low prestige" "quantitative" 17
42059 1 "low prestige" "quantitative" 17
42060 1 "low prestige" "quantitative" 19
42061 1 "low prestige" "qualitative" 2
42062 0 "low prestige" "qualitative" 7
42063 1 "low prestige" "quantitative" 20
42064 NA "low prestige" "qualitative" 14
42065 1 "low prestige" "qualitative" 24
42066 NA "low prestige" "quantitative" 21
42067 1 "low prestige" "quantitative" 14
42068 1 "low prestige" "quantitative" 21
42069 NA "low prestige" "quantitative" 10
42070 0 "low prestige" "quantitative" 20
42071 0 "low prestige" "quantitative" 15
42072 1 "low prestige" "mixed" 8
42073 NA "low prestige" "quantitative" 20
42074 NA "low prestige" "quantitative" 20
42075 NA "low prestige" "quantitative" 21
42076 0 "low prestige" "qualitative" 19
42077 1 "low prestige" "quantitative" 8
42078 NA "low prestige" "quantitative" 6
42079 NA "low prestige" "quantitative" 21
42080 0 "low prestige" "qualitative" 7
42081 0 "low prestige" "quantitative" 9
42082 1 "low prestige" "qualitative" 5
42083 1 "low prestige" "qualitative" 8
42084 1 "low prestige" "quantitative" 3
42085 0 "low prestige" "quantitative" 19
42086 0 "low prestige" "quantitative" 19
42087 0 "low prestige" "quantitative" 21
42088 1 "low prestige" "qualitative" 20
42089 0 "low prestige" "quantitative" 6
42090 NA "high prestige" "quantitative" 21
42091 0 "low prestige" "quantitative" 3
42092 1 "low prestige" "qualitative" 21
42093 0 "low prestige" "qualitative" 24
42094 1 "low prestige" "qualitative" 21
42095 0 "low prestige" "quantitative" 6
42096 1 "low prestige" "quantitative" 19
42097 1 "low prestige" "quantitative" 20
42098 0 "low prestige" "qualitative" 21
42099 NA "low prestige" "quantitative" 20
42100 NA "low prestige" "quantitative" 19
42101 1 "low prestige" "quantitative" 3
42102 NA "low prestige" "quantitative" 23
42103 1 "low prestige" "mixed" 21
42104 1 "low prestige" "qualitative" 9
42105 NA "low prestige" "qualitative" 24
42106 1 "high prestige" "quantitative" 21
42107 1 "low prestige" "quantitative" 7
42108 NA "low prestige" "quantitative" 21
42109 0 "low prestige" "qualitative" 20
42110 NA "low prestige" "quantitative" 19
42111 NA "low prestige" "quantitative" 20
42112 NA "low prestige" "qualitative" 21
42113 0 "low prestige" "quantitative" 21
42114 1 "low prestige" "qualitative" 18
42115 0 "high prestige" "qualitative" 19
42116 0 "low prestige" "qualitative" 18
42117 0 "low prestige" "quantitative" 21
42118 NA "low prestige" "quantitative" 6
42119 1 "low prestige" "mixed" 24
42120 1 "low prestige" "qualitative" 17
42121 1 "low prestige" "quantitative" 21
42122 0 "low prestige" "quantitative" 7
42123 1 "low prestige" "quantitative" 21
42124 1 "low prestige" "qualitative" 20
42125 1 "low prestige" "mixed" 6
42126 NA "low prestige" "quantitative" 21
42127 0 "low prestige" "qualitative" 21
42128 0 "low prestige" "qualitative" 19
42129 1 "low prestige" "quantitative" 7
42130 0 "low prestige" "quantitative" 21
42131 0 "low prestige" "qualitative" 20
42132 NA "low prestige" "quantitative" 29
42133 1 "low prestige" "qualitative" 24
42134 0 "low prestige" "qualitative" 24
42135 1 "low prestige" "qualitative" 14
42136 NA "low prestige" "quantitative" 11
42137 NA "low prestige" "quantitative" 7
42138 NA "low prestige" "quantitative" 7
42139 NA "low prestige" "qualitative" 7
42140 NA "low prestige" "quantitative" 24
42141 0 "low prestige" "quantitative" 8
42142 NA "low prestige" "qualitative" 7
42143 1 "low prestige" "quantitative" 21
42144 1 "low prestige" "quantitative" 8
42145 1 "low prestige" "mixed" 3
42146 1 "low prestige" "qualitative" 21
42147 1 "low prestige" "mixed" 21
42148 0 "low prestige" "quantitative" 2
42149 1 "low prestige" "quantitative" 9
42150 0 "low prestige" "quantitative" 24
42151 0 "low prestige" "qualitative" 20
42152 NA "low prestige" "quantitative" 21
42153 NA "low prestige" "quantitative" 21
42154 0 "low prestige" "qualitative" 17
42155 1 "low prestige" "quantitative" 21
42156 1 "low prestige" "quantitative" 10
42157 0 "low prestige" "qualitative" 20
42158 1 "low prestige" "quantitative" 21
42159 NA "low prestige" "mixed" 21
42160 0 "low prestige" "qualitative" 21
42161 NA "low prestige" "qualitative" 17
42162 0 "low prestige" "qualitative" 17
42163 0 "low prestige" "quantitative" 8
42164 1 "low prestige" "quantitative" 21
42165 NA "low prestige" "quantitative" 18
42166 0 "low prestige" "quantitative" 21
42167 0 "low prestige" "qualitative" 19
42168 1 "low prestige" "quantitative" 19
42169 0 "low prestige" "quantitative" 19
42170 1 "low prestige" "qualitative" 6
42171 1 "low prestige" "quantitative" 20
42172 0 "low prestige" "quantitative" 19
42173 1 "low prestige" "quantitative" 26
42174 1 "low prestige" "qualitative" 26
42175 0 "low prestige" "qualitative" 19
42176 1 "low prestige" "quantitative" 24
42177 0 "low prestige" "qualitative" 16
42178 1 "low prestige" "qualitative" 16
42179 0 "low prestige" "quantitative" 21
42180 0 "low prestige" "quantitative" 21
42181 1 "low prestige" "qualitative" 24
42182 NA "low prestige" "quantitative" 21
42183 0 "low prestige" "qualitative" 24
42184 1 "low prestige" "qualitative" 7
42185 1 "low prestige" "quantitative" 2
42186 0 "low prestige" "quantitative" 21
42187 1 "low prestige" "quantitative" 21
42188 0 "low prestige" "quantitative" 6
42189 NA "low prestige" "quantitative" 4
42190 1 "low prestige" "quantitative" 21
