"ids" "gender" "prestige" "research_type" "subject"
13476 NA "low prestige" "quantitative" 3
13477 1 "low prestige" "quantitative" 19
13478 1 "low prestige" "quantitative" 19
13479 NA "low prestige" "qualitative" 6
13480 1 "low prestige" "quantitative" 6
13481 1 "low prestige" "quantitative" 15
13482 NA "low prestige" "qualitative" 4
13483 1 "low prestige" "quantitative" 21
13484 0 "low prestige" "quantitative" 6
13485 1 "low prestige" "qualitative" 10
13486 NA "low prestige" "qualitative" 15
13487 0 "low prestige" "qualitative" 8
13488 0 "low prestige" "qualitative" 21
13489 1 "low prestige" "quantitative" 21
13490 1 "high prestige" "quantitative" 1
13491 1 "low prestige" "quantitative" 8
13492 0 "low prestige" "quantitative" 21
13493 0 "low prestige" "qualitative" 21
13494 NA "low prestige" "quantitative" 23
13495 0 "low prestige" "quantitative" 21
13496 NA "low prestige" "quantitative" 21
13497 1 "low prestige" "quantitative" 3
13498 0 "low prestige" "quantitative" 21
13499 1 "low prestige" "quantitative" 7
13500 0 "low prestige" "quantitative" 21
13501 1 "low prestige" "qualitative" 21
13502 1 "low prestige" "mixed" 1
13503 1 "low prestige" "quantitative" 10
13504 0 "low prestige" "quantitative" 21
13505 1 "low prestige" "quantitative" 21
13506 1 "high prestige" "qualitative" 2
13507 NA "low prestige" "qualitative" 24
13508 NA "low prestige" "quantitative" 19
13509 1 "low prestige" "qualitative" 3
13510 NA "high prestige" "quantitative" 21
13511 NA "low prestige" "qualitative" 4
13512 1 "low prestige" "quantitative" 7
13513 NA "low prestige" "qualitative" 14
13514 NA "low prestige" "qualitative" 6
13515 0 "low prestige" "quantitative" 14
13516 0 "low prestige" "quantitative" 24
13517 0 "low prestige" "quantitative" 21
13518 0 "low prestige" "quantitative" 21
13519 0 "low prestige" "quantitative" 21
13520 0 "low prestige" "quantitative" 14
13521 0 "low prestige" "quantitative" 19
13522 0 "low prestige" "quantitative" 18
13523 NA "low prestige" "qualitative" 9
13524 0 "low prestige" "quantitative" 21
13525 1 "low prestige" "quantitative" 20
13526 NA "low prestige" "quantitative" 19
13527 NA "low prestige" "qualitative" 19
13528 0 "low prestige" "quantitative" 21
13529 1 "low prestige" "quantitative" 21
13530 NA "low prestige" "quantitative" 14
13531 1 "low prestige" "quantitative" 29
13532 NA "low prestige" "quantitative" 21
13533 1 "low prestige" "quantitative" 4
13534 1 "low prestige" "quantitative" 20
13535 1 "low prestige" "quantitative" 21
13536 0 "low prestige" "quantitative" 19
13537 0 "low prestige" "quantitative" 20
13538 0 "low prestige" "quantitative" 21
13539 NA "low prestige" "quantitative" 16
13540 NA "low prestige" "qualitative" 21
13541 1 "low prestige" "qualitative" 20
13542 1 "low prestige" "qualitative" 3
13543 0 "low prestige" "quantitative" 21
13544 0 "low prestige" "quantitative" 21
13545 0 "low prestige" "qualitative" 24
13546 0 "low prestige" "qualitative" 21
13547 0 "low prestige" "qualitative" 21
13548 1 "low prestige" "qualitative" 2
13549 1 "low prestige" "quantitative" 21
13550 1 "low prestige" "quantitative" 21
13551 0 "low prestige" "quantitative" 26
13552 1 "low prestige" "quantitative" 6
13553 1 "low prestige" "qualitative" 9
13554 0 "low prestige" "quantitative" 6
13555 1 "low prestige" "quantitative" 20
13556 1 "low prestige" "quantitative" 21
13557 0 "low prestige" "quantitative" 3
13558 0 "low prestige" "quantitative" 21
13559 1 "low prestige" "qualitative" 21
13560 1 "low prestige" "quantitative" 21
13561 NA "low prestige" "quantitative" 20
13562 0 "low prestige" "quantitative" 3
13563 0 "low prestige" "quantitative" 21
13564 1 "low prestige" "quantitative" 14
13565 0 "low prestige" "qualitative" 17
13566 NA "low prestige" "quantitative" 21
13567 1 "low prestige" "quantitative" 21
13568 1 "low prestige" "quantitative" 21
13569 1 "low prestige" "quantitative" 21
13570 NA "low prestige" "quantitative" 20
13571 0 "low prestige" "quantitative" 21
13572 1 "low prestige" "qualitative" 21
13573 1 "low prestige" "quantitative" 8
13574 NA "low prestige" "quantitative" 21
13575 0 "low prestige" "quantitative" 21
13576 1 "low prestige" "qualitative" 7
13577 1 "low prestige" "quantitative" 21
13578 1 "low prestige" "quantitative" 24
13579 NA "low prestige" "qualitative" 2
13580 NA "low prestige" "quantitative" 7
13581 NA "low prestige" "quantitative" 21
13582 NA "low prestige" "qualitative" 19
13583 0 "low prestige" "quantitative" 19
13584 0 "low prestige" "qualitative" 7
13585 NA "low prestige" "quantitative" 21
13586 0 "low prestige" "quantitative" 19
13587 0 "low prestige" "qualitative" 21
13588 NA "low prestige" "qualitative" 21
13589 1 "low prestige" "qualitative" 21
13590 0 "low prestige" "quantitative" 21
13591 NA "low prestige" "qualitative" 16
13592 1 "low prestige" "quantitative" 20
13593 1 "low prestige" "qualitative" 5
13594 0 "low prestige" "quantitative" 21
13595 1 "low prestige" "qualitative" 9
13596 1 "low prestige" "qualitative" 24
13597 NA "low prestige" "qualitative" 7
13598 0 "low prestige" "qualitative" 2
13599 1 "low prestige" "quantitative" 3
13600 1 "low prestige" "qualitative" 21
13601 NA "low prestige" "qualitative" 14
13602 1 "low prestige" "quantitative" 21
13603 1 "low prestige" "quantitative" 7
13604 1 "low prestige" "quantitative" 7
13605 1 "low prestige" "quantitative" 21
13606 1 "low prestige" "mixed" 21
13607 NA "low prestige" "qualitative" 21
13608 1 "low prestige" "qualitative" 21
13609 1 "low prestige" "mixed" 21
13610 1 "low prestige" "quantitative" 24
13611 NA "low prestige" "quantitative" 21
13612 1 "low prestige" "quantitative" 16
13613 1 "low prestige" "qualitative" 12
13614 0 "low prestige" "quantitative" 19
13615 1 "low prestige" "quantitative" 21
13616 1 "low prestige" "qualitative" 21
13617 0 "low prestige" "quantitative" 9
13618 0 "low prestige" "qualitative" 6
13619 0 "low prestige" "quantitative" 7
13620 0 "low prestige" "qualitative" 21
13621 1 "low prestige" "quantitative" 9
13622 NA "low prestige" "qualitative" 21
13623 0 "low prestige" "quantitative" 10
13624 1 "low prestige" "qualitative" 2
13625 1 "high prestige" "quantitative" 19
13626 1 "low prestige" "qualitative" 5
13627 0 "low prestige" "quantitative" 19
13628 0 "low prestige" "qualitative" 4
13629 1 "low prestige" "quantitative" 24
13630 NA "low prestige" "quantitative" 21
13631 NA "low prestige" "quantitative" 21
13632 1 "low prestige" "quantitative" 9
13633 1 "low prestige" "quantitative" 15
13634 1 "low prestige" "quantitative" 21
13635 NA "low prestige" "quantitative" 3
13636 0 "low prestige" "quantitative" 21
13637 NA "low prestige" "qualitative" 21
13638 1 "low prestige" "quantitative" 21
13639 1 "low prestige" "quantitative" 21
13640 NA "low prestige" "qualitative" 20
13641 NA "low prestige" "qualitative" 9
13642 NA "low prestige" "qualitative" 20
13643 1 "low prestige" "qualitative" 19
13644 0 "low prestige" "quantitative" 6
13645 NA "low prestige" "quantitative" 24
13646 NA "low prestige" "quantitative" 21
13647 0 "low prestige" "quantitative" 21
13648 1 "low prestige" "qualitative" 21
13649 1 "low prestige" "qualitative" 8
13650 0 "low prestige" "quantitative" 19
13651 NA "low prestige" "quantitative" 3
13652 0 "low prestige" "mixed" 19
13653 0 "low prestige" "quantitative" 10
13654 0 "low prestige" "quantitative" 21
13655 1 "low prestige" "qualitative" 21
13656 0 "low prestige" "quantitative" 21
13657 0 "low prestige" "quantitative" 24
13658 1 "low prestige" "quantitative" 14
13659 0 "low prestige" "mixed" 21
13660 1 "low prestige" "quantitative" 4
13661 1 "high prestige" "qualitative" 26
13662 1 "low prestige" "qualitative" 19
13663 0 "low prestige" "quantitative" 21
13664 0 "low prestige" "quantitative" 24
13665 NA "low prestige" "quantitative" 14
13666 NA "low prestige" "qualitative" 7
13667 0 "low prestige" "quantitative" 19
13668 NA "low prestige" "qualitative" 8
13669 NA "low prestige" "quantitative" 3
13670 0 "low prestige" "mixed" 21
13671 1 "low prestige" "quantitative" 21
13672 NA "low prestige" "quantitative" 21
13673 0 "low prestige" "qualitative" 21
13674 NA "low prestige" "quantitative" 24
13675 NA "low prestige" "quantitative" 1
13676 1 "low prestige" "quantitative" 7
13677 0 "low prestige" "quantitative" 21
13678 0 "low prestige" "qualitative" 21
13679 1 "low prestige" "quantitative" 21
13680 0 "low prestige" "quantitative" 19
13681 1 "low prestige" "quantitative" 2
13682 1 "low prestige" "qualitative" 21
13683 1 "low prestige" "qualitative" 24
13684 NA "low prestige" "qualitative" 4
13685 1 "low prestige" "qualitative" 21
13686 0 "low prestige" "mixed" 10
13687 NA "low prestige" "qualitative" 9
13688 0 "low prestige" "quantitative" 9
13689 NA "low prestige" "quantitative" 21
13690 NA "low prestige" "quantitative" 4
13691 NA "low prestige" "qualitative" 21
13692 0 "low prestige" "quantitative" 19
13693 0 "low prestige" "qualitative" 21
13694 1 "low prestige" "qualitative" 21
13695 NA "low prestige" "quantitative" 4
13696 0 "low prestige" "quantitative" 20
13697 NA "high prestige" "quantitative" 21
13698 NA "low prestige" "quantitative" 19
13699 0 "low prestige" "quantitative" 21
13700 1 "low prestige" "qualitative" 17
13701 1 "low prestige" "quantitative" 21
13702 0 "low prestige" "qualitative" 21
13703 1 "low prestige" "quantitative" 10
13704 1 "low prestige" "qualitative" 24
13705 1 "low prestige" "mixed" 6
13706 NA "low prestige" "quantitative" 21
13707 NA "low prestige" "qualitative" 21
13708 1 "low prestige" "mixed" 12
13709 NA "low prestige" "quantitative" 20
13710 0 "low prestige" "quantitative" 20
13711 0 "low prestige" "qualitative" 17
13712 0 "low prestige" "qualitative" 19
13713 1 "low prestige" "qualitative" 19
13714 0 "low prestige" "qualitative" 10
13715 1 "low prestige" "quantitative" 20
13716 NA "low prestige" "quantitative" 18
13717 NA "low prestige" "quantitative" 19
13718 1 "low prestige" "qualitative" 21
13719 1 "low prestige" "quantitative" 8
13720 1 "low prestige" "quantitative" 21
13721 0 "low prestige" "quantitative" 19
13722 1 "low prestige" "qualitative" 23
13723 1 "low prestige" "qualitative" 3
13724 NA "low prestige" "mixed" 7
13725 NA "low prestige" "qualitative" 7
13726 0 "low prestige" "qualitative" 29
13727 1 "low prestige" "quantitative" 20
13728 1 "low prestige" "quantitative" 3
13729 0 "low prestige" "qualitative" 21
13730 NA "low prestige" "quantitative" 21
13731 NA "low prestige" "qualitative" 20
13732 NA "low prestige" "qualitative" 2
13733 1 "low prestige" "quantitative" 7
13734 NA "low prestige" "quantitative" 21
13735 1 "high prestige" "quantitative" 4
13736 NA "low prestige" "quantitative" 14
13737 1 "low prestige" "quantitative" 3
13738 0 "low prestige" "quantitative" 21
13739 NA "low prestige" "quantitative" 6
13740 1 "low prestige" "quantitative" 6
13741 0 "low prestige" "quantitative" 8
13742 0 "low prestige" "quantitative" 20
13743 0 "low prestige" "quantitative" 3
13744 NA "low prestige" "quantitative" 6
13745 1 "low prestige" "quantitative" 26
13746 1 "low prestige" "quantitative" 8
13747 1 "low prestige" "quantitative" 3
13748 1 "low prestige" "qualitative" 4
13749 1 "low prestige" "qualitative" 6
13750 0 "low prestige" "quantitative" 24
13751 NA "high prestige" "quantitative" 6
13752 NA "low prestige" "quantitative" 21
13753 0 "low prestige" "quantitative" 6
13754 NA "low prestige" "quantitative" 14
13755 0 "low prestige" "qualitative" 21
13756 NA "low prestige" "qualitative" 21
13757 NA "low prestige" "quantitative" 14
13758 NA "low prestige" "quantitative" 8
13759 0 "low prestige" "quantitative" 20
13760 NA "low prestige" "quantitative" 6
13761 NA "low prestige" "qualitative" 7
13762 1 "low prestige" "quantitative" 20
13763 1 "low prestige" "quantitative" 19
13764 0 "low prestige" "qualitative" 8
13765 0 "low prestige" "quantitative" 9
13766 1 "low prestige" "quantitative" 21
13767 NA "low prestige" "quantitative" 21
13768 0 "low prestige" "quantitative" 21
13769 0 "low prestige" "mixed" 29
13770 1 "low prestige" "qualitative" 24
13771 NA "low prestige" "quantitative" 3
13772 1 "low prestige" "quantitative" 20
13773 0 "low prestige" "qualitative" 8
13774 1 "low prestige" "qualitative" 9
13775 1 "low prestige" "qualitative" 24
13776 NA "low prestige" "mixed" 19
13777 0 "low prestige" "qualitative" 20
13778 NA "low prestige" "quantitative" 20
13779 NA "low prestige" "qualitative" 21
13780 NA "low prestige" "mixed" 1
13781 1 "low prestige" "qualitative" 11
13782 0 "low prestige" "quantitative" 21
13783 NA "low prestige" "quantitative" 20
13784 NA "low prestige" "quantitative" 21
13785 1 "low prestige" "qualitative" 24
13786 1 "low prestige" "quantitative" 7
13787 0 "low prestige" "quantitative" 21
13788 1 "low prestige" "qualitative" 15
13789 NA "low prestige" "mixed" 26
13790 0 "low prestige" "quantitative" 24
13791 1 "low prestige" "qualitative" 21
13792 1 "low prestige" "quantitative" 21
13793 NA "low prestige" "qualitative" 22
13794 0 "low prestige" "quantitative" 21
13795 1 "low prestige" "qualitative" 21
13796 0 "low prestige" "mixed" 24
13797 NA "low prestige" "quantitative" 1
13798 NA "low prestige" "qualitative" 7
13799 NA "low prestige" "quantitative" 21
13800 NA "low prestige" "quantitative" 26
13801 NA "low prestige" "quantitative" 21
13802 1 "low prestige" "quantitative" 14
13803 1 "low prestige" "quantitative" 8
13804 NA "low prestige" "quantitative" 7
13805 1 "low prestige" "quantitative" 21
13806 0 "low prestige" "quantitative" 21
13807 0 "low prestige" "quantitative" 24
13808 0 "low prestige" "quantitative" 21
13809 0 "low prestige" "quantitative" 21
13810 1 "low prestige" "quantitative" 21
13811 0 "low prestige" "mixed" 20
13812 NA "low prestige" "quantitative" 3
13813 NA "low prestige" "quantitative" 8
13814 NA "low prestige" "quantitative" 21
13815 0 "low prestige" "qualitative" 6
13816 1 "low prestige" "quantitative" 21
13817 0 "low prestige" "quantitative" 21
13818 0 "low prestige" "quantitative" 21
13819 NA "low prestige" "quantitative" 21
13820 NA "low prestige" "qualitative" 7
13821 NA "low prestige" "qualitative" 21
13822 0 "low prestige" "qualitative" 28
13823 0 "low prestige" "qualitative" 21
13824 0 "low prestige" "qualitative" 24
13825 NA "low prestige" "quantitative" 21
13826 1 "low prestige" "quantitative" 19
13827 1 "low prestige" "qualitative" 24
13828 0 "low prestige" "quantitative" 18
13829 NA "low prestige" "quantitative" 13
13830 NA "low prestige" "quantitative" 21
13831 NA "low prestige" "qualitative" 19
13832 1 "low prestige" "quantitative" 9
13833 NA "low prestige" "qualitative" 5
13834 1 "low prestige" "quantitative" 19
13835 1 "low prestige" "quantitative" 21
13836 NA "low prestige" "mixed" 21
13837 1 "low prestige" "qualitative" 21
13838 1 "low prestige" "quantitative" 24
13839 1 "low prestige" "quantitative" 8
13840 0 "high prestige" "qualitative" 2
13841 0 "low prestige" "qualitative" 3
13842 1 "low prestige" "qualitative" 1
13843 NA "low prestige" "quantitative" 18
13844 0 "low prestige" "qualitative" 21
13845 NA "low prestige" "quantitative" 24
13846 0 "low prestige" "quantitative" 8
13847 0 "low prestige" "quantitative" 21
13848 1 "low prestige" "quantitative" 3
13849 1 "low prestige" "quantitative" 7
13850 NA "low prestige" "mixed" 21
13851 1 "low prestige" "quantitative" 8
13852 0 "low prestige" "qualitative" 21
13853 NA "low prestige" "quantitative" 21
13854 0 "low prestige" "quantitative" 21
13855 0 "low prestige" "qualitative" 19
13856 1 "low prestige" "quantitative" 24
13857 1 "low prestige" "quantitative" 21
13858 NA "low prestige" "quantitative" 21
13859 0 "low prestige" "quantitative" 15
13860 1 "low prestige" "quantitative" 15
13861 1 "low prestige" "quantitative" 9
13862 NA "low prestige" "qualitative" 21
13863 1 "low prestige" "quantitative" 21
13864 0 "low prestige" "quantitative" 21
13865 1 "low prestige" "quantitative" 7
13866 NA "low prestige" "quantitative" 6
13867 1 "low prestige" "mixed" 12
13868 1 "low prestige" "qualitative" 26
13869 1 "low prestige" "qualitative" 21
13870 0 "low prestige" "qualitative" 21
13871 0 "low prestige" "quantitative" 14
13872 0 "low prestige" "qualitative" 21
13873 1 "low prestige" "qualitative" 16
13874 1 "low prestige" "qualitative" 21
13875 1 "low prestige" "quantitative" 16
13876 1 "low prestige" "quantitative" 21
13877 1 "low prestige" "qualitative" 7
13878 0 "low prestige" "mixed" 21
13879 NA "low prestige" "quantitative" 20
13880 NA "low prestige" "quantitative" 14
13881 NA "low prestige" "quantitative" 21
13882 0 "low prestige" "qualitative" 24
13883 0 "low prestige" "quantitative" 14
13884 0 "low prestige" "mixed" 8
13885 0 "low prestige" "quantitative" 9
13886 0 "low prestige" "quantitative" 21
13887 0 "low prestige" "qualitative" 21
13888 1 "low prestige" "quantitative" 21
13889 1 "low prestige" "quantitative" 21
13890 0 "low prestige" "qualitative" 13
13891 0 "low prestige" "quantitative" 21
13892 1 "low prestige" "mixed" 21
13893 1 "low prestige" "qualitative" 6
13894 NA "low prestige" "quantitative" 11
13895 0 "low prestige" "quantitative" 21
13896 0 "low prestige" "quantitative" 20
13897 1 "low prestige" "qualitative" 17
13898 NA "low prestige" "quantitative" 12
13899 0 "low prestige" "mixed" 14
13900 0 "low prestige" "quantitative" 21
13901 1 "low prestige" "mixed" 10
13902 0 "low prestige" "quantitative" 14
13903 1 "low prestige" "quantitative" 3
13904 0 "low prestige" "qualitative" 21
13905 1 "low prestige" "qualitative" 6
13906 1 "low prestige" "qualitative" 2
13907 1 "low prestige" "qualitative" 26
13908 1 "low prestige" "qualitative" 3
13909 1 "low prestige" "quantitative" 24
13910 1 "low prestige" "quantitative" 21
13911 1 "low prestige" "quantitative" 23
13912 NA "low prestige" "quantitative" 21
13913 NA "low prestige" "qualitative" 26
13914 1 "low prestige" "quantitative" 9
13915 1 "low prestige" "quantitative" 19
13916 NA "low prestige" "quantitative" 21
13917 1 "low prestige" "qualitative" 8
13918 NA "low prestige" "quantitative" 3
13919 NA "low prestige" "quantitative" 21
13920 1 "low prestige" "quantitative" 8
13921 1 "low prestige" "quantitative" 15
13922 1 "high prestige" "quantitative" 15
13923 1 "low prestige" "qualitative" 20
13924 1 "low prestige" "qualitative" 21
13925 0 "low prestige" "qualitative" 8
13926 NA "low prestige" "quantitative" 8
13927 1 "low prestige" "quantitative" 21
13928 0 "low prestige" "quantitative" 3
13929 1 "low prestige" "quantitative" 21
13930 0 "low prestige" "mixed" 21
13931 1 "low prestige" "quantitative" 18
13932 NA "low prestige" "qualitative" 5
13933 NA "low prestige" "quantitative" 21
13934 1 "low prestige" "quantitative" 13
13935 NA "low prestige" "qualitative" 21
13936 NA "low prestige" "quantitative" 20
13937 0 "low prestige" "mixed" 15
13938 NA "low prestige" "quantitative" 9
13939 0 "low prestige" "qualitative" 21
13940 NA "low prestige" "qualitative" 19
13941 NA "low prestige" "mixed" 29
13942 NA "low prestige" "quantitative" 21
13943 1 "low prestige" "quantitative" 6
13944 0 "low prestige" "qualitative" 20
13945 0 "low prestige" "qualitative" 9
13946 1 "low prestige" "qualitative" 21
13947 NA "low prestige" "quantitative" 19
13948 1 "low prestige" "qualitative" 5
13949 1 "low prestige" "quantitative" 21
13950 1 "low prestige" "quantitative" 6
13951 0 "low prestige" "mixed" 21
13952 0 "low prestige" "quantitative" 21
13953 0 "low prestige" "quantitative" 1
13954 0 "low prestige" "quantitative" 19
13955 1 "low prestige" "mixed" 21
13956 0 "low prestige" "quantitative" 3
13957 0 "low prestige" "quantitative" 3
13958 NA "low prestige" "quantitative" 21
13959 0 "low prestige" "qualitative" 24
13960 NA "low prestige" "mixed" 21
13961 0 "low prestige" "mixed" 21
13962 1 "low prestige" "mixed" 20
13963 0 "low prestige" "quantitative" 5
13964 1 "low prestige" "quantitative" 6
13965 NA "low prestige" "quantitative" 18
13966 NA "low prestige" "quantitative" 21
13967 0 "low prestige" "quantitative" 21
13968 1 "low prestige" "quantitative" 20
13969 0 "low prestige" "qualitative" 27
13970 1 "low prestige" "qualitative" 19
13971 0 "low prestige" "quantitative" 19
13972 1 "low prestige" "quantitative" 24
13973 NA "high prestige" "quantitative" 21
13974 NA "low prestige" "qualitative" 21
13975 1 "low prestige" "quantitative" 6
13976 0 "low prestige" "quantitative" 21
13977 0 "low prestige" "quantitative" 21
13978 NA "low prestige" "quantitative" 21
13979 0 "low prestige" "qualitative" 8
13980 0 "low prestige" "quantitative" 21
13981 0 "low prestige" "quantitative" 19
13982 NA "low prestige" "quantitative" 13
13983 NA "high prestige" "quantitative" 21
13984 NA "low prestige" "quantitative" 20
13985 0 "low prestige" "mixed" 21
13986 1 "low prestige" "qualitative" 7
13987 1 "low prestige" "quantitative" 19
13988 0 "low prestige" "quantitative" 20
13989 0 "low prestige" "quantitative" 20
13990 NA "low prestige" "quantitative" 20
13991 1 "low prestige" "qualitative" 21
13992 1 "low prestige" "quantitative" 20
13993 0 "low prestige" "qualitative" 4
13994 1 "low prestige" "qualitative" 29
13995 0 "low prestige" "quantitative" 20
13996 0 "high prestige" "quantitative" 6
13997 1 "high prestige" "qualitative" 12
13998 1 "low prestige" "quantitative" 3
13999 NA "low prestige" "qualitative" 7
14000 NA "low prestige" "qualitative" 16
14001 1 "low prestige" "mixed" 24
14002 NA "low prestige" "qualitative" 24
14003 NA "low prestige" "mixed" 21
14004 NA "low prestige" "qualitative" 21
14005 0 "low prestige" "quantitative" 21
14006 0 "low prestige" "qualitative" 4
14007 0 "low prestige" "quantitative" 29
14008 0 "high prestige" "quantitative" 8
14009 1 "low prestige" "quantitative" 24
14010 0 "low prestige" "quantitative" 21
14011 1 "low prestige" "quantitative" 21
14012 1 "low prestige" "quantitative" 19
14013 1 "low prestige" "qualitative" 21
14014 0 "low prestige" "quantitative" 6
14015 0 "low prestige" "quantitative" 8
14016 1 "low prestige" "quantitative" 11
14017 0 "low prestige" "quantitative" 20
14018 1 "low prestige" "qualitative" 6
14019 0 "low prestige" "qualitative" 2
14020 1 "low prestige" "quantitative" 19
14021 0 "low prestige" "quantitative" 21
14022 1 "low prestige" "quantitative" 7
14023 1 "low prestige" "quantitative" 20
14024 NA "low prestige" "qualitative" 20
14025 NA "low prestige" "quantitative" 21
14026 0 "low prestige" "qualitative" 21
14027 0 "low prestige" "quantitative" 6
14028 1 "high prestige" "quantitative" 26
14029 NA "low prestige" "qualitative" 7
14030 0 "high prestige" "qualitative" 8
14031 1 "low prestige" "mixed" 9
14032 0 "low prestige" "quantitative" 21
14033 0 "low prestige" "qualitative" 21
14034 0 "low prestige" "quantitative" 2
14035 0 "low prestige" "qualitative" 14
14036 0 "low prestige" "quantitative" 7
14037 1 "low prestige" "quantitative" 21
14038 1 "low prestige" "qualitative" 9
14039 0 "low prestige" "qualitative" 19
14040 0 "low prestige" "qualitative" 24
14041 0 "low prestige" "quantitative" 20
14042 0 "low prestige" "quantitative" 29
14043 1 "low prestige" "mixed" 26
14044 1 "low prestige" "quantitative" 7
14045 0 "low prestige" "quantitative" 21
14046 NA "low prestige" "quantitative" 19
14047 0 "low prestige" "quantitative" 20
14048 0 "low prestige" "qualitative" 19
14049 NA "low prestige" "quantitative" 20
14050 0 "low prestige" "qualitative" 3
14051 0 "low prestige" "qualitative" 21
14052 1 "low prestige" "quantitative" 16
14053 0 "low prestige" "qualitative" 21
14054 1 "low prestige" "qualitative" 21
14055 1 "low prestige" "qualitative" 8
14056 0 "low prestige" "quantitative" 21
14057 1 "low prestige" "qualitative" 9
14058 0 "low prestige" "mixed" 21
14059 0 "low prestige" "qualitative" 21
14060 1 "low prestige" "qualitative" 11
14061 NA "low prestige" "quantitative" 21
14062 NA "low prestige" "quantitative" 14
14063 1 "low prestige" "quantitative" 21
14064 0 "low prestige" "quantitative" 9
14065 0 "low prestige" "quantitative" 21
14066 0 "low prestige" "quantitative" 20
14067 0 "low prestige" "quantitative" 24
14068 1 "low prestige" "mixed" 14
14069 1 "low prestige" "quantitative" 3
14070 1 "low prestige" "qualitative" 8
14071 1 "low prestige" "quantitative" 7
14072 0 "low prestige" "quantitative" 6
14073 1 "low prestige" "qualitative" 6
14074 1 "low prestige" "qualitative" 7
14075 1 "low prestige" "quantitative" 17
14076 0 "low prestige" "quantitative" 21
14077 1 "low prestige" "quantitative" 20
14078 1 "low prestige" "quantitative" 21
14079 NA "low prestige" "quantitative" 21
14080 1 "low prestige" "quantitative" 3
14081 1 "low prestige" "quantitative" 21
14082 1 "low prestige" "mixed" 3
14083 1 "low prestige" "quantitative" 21
14084 0 "low prestige" "quantitative" 8
14085 1 "low prestige" "quantitative" 16
14086 NA "low prestige" "quantitative" 29
14087 NA "low prestige" "quantitative" 21
14088 1 "low prestige" "quantitative" 8
14089 0 "low prestige" "quantitative" 20
14090 NA "low prestige" "quantitative" 21
14091 0 "low prestige" "quantitative" 19
14092 1 "low prestige" "mixed" 21
14093 NA "low prestige" "quantitative" 7
14094 1 "low prestige" "quantitative" 20
14095 1 "low prestige" "quantitative" 21
14096 0 "low prestige" "qualitative" 20
14097 1 "low prestige" "qualitative" 2
14098 NA "low prestige" "qualitative" 3
14099 NA "low prestige" "quantitative" 19
14100 1 "low prestige" "quantitative" 21
14101 NA "low prestige" "quantitative" 6
14102 0 "low prestige" "qualitative" 5
14103 1 "low prestige" "qualitative" 1
14104 0 "low prestige" "quantitative" 21
14105 NA "low prestige" "quantitative" 11
14106 1 "low prestige" "qualitative" 1
14107 1 "low prestige" "qualitative" 21
14108 NA "low prestige" "quantitative" 21
14109 NA "low prestige" "quantitative" 6
14110 NA "low prestige" "quantitative" 6
14111 NA "low prestige" "quantitative" 24
14112 0 "low prestige" "quantitative" 24
14113 1 "low prestige" "mixed" 21
14114 1 "low prestige" "quantitative" 8
14115 NA "high prestige" "qualitative" 19
14116 1 "low prestige" "quantitative" 21
14117 0 "low prestige" "qualitative" 21
14118 0 "low prestige" "qualitative" 1
14119 NA "low prestige" "qualitative" 6
14120 1 "high prestige" "quantitative" 18
14121 1 "low prestige" "quantitative" 3
14122 0 "low prestige" "quantitative" 21
14123 1 "low prestige" "quantitative" 8
14124 0 "low prestige" "quantitative" 21
14125 1 "low prestige" "quantitative" 8
14126 0 "low prestige" "quantitative" 19
14127 1 "low prestige" "quantitative" 21
14128 1 "low prestige" "quantitative" 10
14129 0 "low prestige" "quantitative" 19
14130 0 "low prestige" "qualitative" 24
14131 1 "low prestige" "qualitative" 5
14132 NA "low prestige" "quantitative" 21
14133 1 "low prestige" "qualitative" 17
14134 NA "low prestige" "qualitative" 24
14135 NA "low prestige" "quantitative" 2
14136 1 "low prestige" "quantitative" 21
14137 NA "low prestige" "qualitative" 8
14138 0 "low prestige" "qualitative" 2
14139 1 "low prestige" "qualitative" 21
14140 0 "low prestige" "quantitative" 18
14141 1 "low prestige" "quantitative" 4
14142 0 "low prestige" "qualitative" 21
14143 0 "low prestige" "quantitative" 20
14144 1 "low prestige" "qualitative" 21
14145 NA "low prestige" "qualitative" 1
14146 1 "low prestige" "qualitative" 3
14147 1 "low prestige" "quantitative" 1
14148 1 "low prestige" "quantitative" 19
14149 1 "low prestige" "qualitative" 8
14150 1 "low prestige" "qualitative" 21
14151 1 "low prestige" "quantitative" 21
14152 1 "low prestige" "quantitative" 10
14153 NA "low prestige" "quantitative" 20
14154 0 "low prestige" "qualitative" 14
14155 NA "low prestige" "qualitative" 21
14156 NA "low prestige" "quantitative" 20
14157 NA "low prestige" "quantitative" 5
14158 0 "low prestige" "quantitative" 21
14159 1 "low prestige" "mixed" 24
14160 NA "low prestige" "quantitative" 3
14161 NA "low prestige" "qualitative" 6
14162 NA "low prestige" "quantitative" 6
14163 1 "low prestige" "qualitative" 8
14164 NA "low prestige" "qualitative" 2
14165 1 "low prestige" "qualitative" 8
14166 1 "low prestige" "qualitative" 21
14167 NA "low prestige" "qualitative" 21
14168 NA "low prestige" "quantitative" 18
14169 0 "low prestige" "quantitative" 10
14170 NA "low prestige" "quantitative" 20
14171 1 "low prestige" "mixed" 20
14172 0 "low prestige" "quantitative" 7
14173 1 "low prestige" "quantitative" 19
14174 0 "low prestige" "quantitative" 21
14175 1 "low prestige" "quantitative" 21
14176 1 "low prestige" "quantitative" 26
