"CASEID","ALTER1","ALTER2","WEIGHT"
19850875,3,4,2
19850875,3,5,1
19850875,4,5,1
19850876,1,2,2
19850877,1,2,1
19850877,1,3,1
19850877,1,4,2
19850877,2,3,1
19850877,2,4,1
19850877,3,4,2
19850878,1,2,2
19850879,1,2,1
19850879,1,3,2
19850879,1,4,1
19850879,2,3,2
19850880,1,2,2
19850880,1,3,1
19850880,1,5,1
19850880,2,3,1
19850880,2,4,1
19850880,2,5,1
19850880,3,4,1
19850880,3,5,1
19850880,4,5,2
19850881,1,2,2
19850881,1,3,2
19850881,2,3,2
19850882,1,2,2
19850882,1,3,1
19850882,2,3,1
19850882,3,4,2
19850882,3,5,1
19850882,4,5,2
19850884,1,2,1
19850885,1,2,2
19850886,1,2,1
19850886,1,3,2
19850886,1,4,1
19850886,2,3,1
19850886,2,4,2
19850886,3,4,1
19850888,1,2,2
19850888,1,3,2
19850888,1,4,2
19850888,2,4,2
19850889,1,2,2
19850890,1,2,1
19850890,1,3,1
19850890,1,4,1
19850890,1,5,1
19850890,2,3,1
19850890,2,4,2
19850890,3,4,2
19850891,1,2,2
19850891,1,3,1
19850892,1,2,1
19850892,1,3,1
19850892,2,3,1
19850893,1,2,2
19850893,1,3,2
19850893,1,4,2
19850893,1,5,2
19850893,2,3,2
19850893,2,4,2
19850893,2,5,2
19850893,3,4,2
19850893,3,5,2
19850893,4,5,2
19850894,1,2,1
19850894,1,3,1
19850894,2,3,1
19850895,1,2,1
19850896,1,2,2
19850896,1,3,1
19850896,1,4,1
19850896,2,3,1
19850896,2,4,1
19850896,3,4,2
19850899,1,2,2
19850899,1,3,2
19850899,2,3,2
19850900,1,2,1
19850900,1,3,1
19850900,2,3,1
19850901,1,2,1
19850901,1,3,2
19850901,1,4,2
19850901,1,5,1
19850901,2,3,2
19850901,2,4,1
19850901,2,5,2
19850901,3,4,2
19850901,3,5,2
19850901,4,5,1
19850902,1,2,2
19850902,1,3,1
19850902,1,4,1
19850902,1,5,1
19850902,2,3,1
19850902,2,4,2
19850902,2,5,1
19850902,3,4,2
19850902,3,5,1
19850902,4,5,2
19850904,1,2,2
19850904,1,3,2
19850904,1,4,2
19850904,2,4,1
19850904,3,4,1
19850905,1,2,1
19850905,1,3,1
19850905,1,4,1
19850905,2,3,1
19850905,3,4,1
19850906,1,2,2
19850908,1,2,2
19850908,1,3,2
19850908,1,4,2
19850908,2,3,1
19850908,2,4,2
19850908,3,4,1
19850909,1,2,1
19850909,1,3,1
19850909,2,3,2
19850911,1,2,2
19850913,1,2,2
19850913,3,4,2
19850914,1,2,1
19850914,1,3,1
19850914,1,4,1
19850914,1,5,1
19850914,2,3,1
19850914,2,4,1
19850914,2,5,1
19850915,1,2,1
19850915,3,4,1
19850915,3,5,2
19850915,4,5,2
19850916,1,2,1
19850916,1,4,1
19850916,2,4,1
19850916,3,4,2
19850918,1,2,2
19850918,1,3,2
19850918,2,3,2
19850919,1,2,2
19850920,1,2,1
19850920,1,3,1
19850920,1,4,1
19850920,2,3,2
19850920,2,4,2
19850920,3,4,2
19850921,1,2,2
19850921,1,3,2
19850921,2,3,2
19850922,1,2,2
19850922,1,3,1
19850923,1,2,2
19850924,1,2,2
19850924,1,3,2
19850924,1,4,1
19850924,2,3,2
19850924,2,4,1
19850924,3,4,1
19850927,1,2,2
19850927,1,3,2
19850927,2,3,1
19850928,1,2,2
19850928,1,3,2
19850929,1,3,1
19850929,1,4,2
19850929,2,3,2
19850930,1,2,2
19850930,1,3,2
19850930,1,4,1
19850930,1,5,2
19850930,2,4,2
19850930,2,5,2
19850930,3,5,2
19850930,4,5,2
19850931,1,2,2
19850931,1,3,1
19850931,2,3,2
19850932,1,2,2
19850932,1,3,2
19850932,1,4,2
19850932,1,5,2
19850932,2,3,2
19850932,2,4,2
19850932,2,5,2
19850932,3,4,2
19850932,3,5,2
19850932,4,5,2
19850933,1,2,2
19850933,1,3,1
19850933,1,4,2
19850933,2,4,1
19850934,1,2,1
19850935,2,3,1
19850936,1,2,1
19850936,1,4,1
19850936,2,4,1
19850936,3,4,1
19850937,1,2,1
19850939,1,2,2
19850939,1,3,2
19850939,1,4,1
19850939,1,5,2
19850939,2,3,2
19850939,2,4,1
19850939,2,5,1
19850939,3,4,1
19850939,3,5,2
19850939,4,5,1
19850940,1,2,2
19850940,1,3,2
19850940,2,3,2
19850941,1,2,1
19850941,1,3,2
19850941,1,4,2
19850941,1,5,2
19850941,3,4,2
19850941,3,5,2
19850941,4,5,2
19850942,1,2,1
19850942,1,3,2
19850942,2,3,1
19850943,1,2,1
19850943,1,3,2
19850943,2,3,1
19850944,1,3,1
19850946,1,2,2
19850946,1,3,1
19850946,1,4,2
19850946,3,4,1
19850947,1,2,1
19850948,1,2,2
19850948,1,3,2
19850948,1,4,2
19850948,1,5,2
19850948,2,3,2
19850948,2,4,2
19850948,3,4,1
19850948,3,5,1
19850948,4,5,1
19850954,1,2,2
19850957,1,2,2
19850960,1,3,1
19850961,1,2,2
19850961,1,3,1
19850961,2,3,1
19850962,1,2,1
19850962,1,4,1
19850962,2,3,2
19850962,2,4,1
19850963,1,2,2
19850963,2,3,1
19850964,1,2,1
19850964,1,3,2
19850964,2,3,1
19850965,1,2,2
19850965,1,3,1
19850965,1,4,1
19850965,2,3,1
19850965,3,4,1
19850967,1,2,2
19850967,1,3,1
19850967,1,4,2
19850967,1,5,2
19850967,2,3,2
19850967,2,4,1
19850967,2,5,1
19850967,4,5,2
19850968,1,2,2
19850968,1,3,1
19850968,2,3,1
19850968,2,4,1
19850969,1,4,1
19850969,1,5,1
19850969,4,5,2
19850970,1,2,1
19850970,1,3,1
19850970,1,4,2
19850970,1,5,1
19850970,2,3,2
19850970,2,4,1
19850970,2,5,2
19850970,3,5,1
19850970,4,5,1
19850971,1,2,2
19850971,1,3,1
19850971,1,4,2
19850971,1,5,2
19850971,2,3,1
19850971,2,4,1
19850971,2,5,2
19850971,4,5,2
19850973,1,2,1
19850973,1,3,1
19850973,1,4,1
19850973,2,3,1
19850973,2,4,1
19850973,3,4,1
19850974,1,2,2
19850976,1,2,2
19850976,1,3,1
19850976,1,4,1
19850976,2,3,1
19850976,2,4,1
19850976,3,4,1
19850977,1,2,2
19850977,1,3,1
19850977,1,4,2
19850977,1,5,2
19850977,2,4,2
19850977,2,5,2
19850977,4,5,2
19850978,1,2,2
19850978,1,3,2
19850978,1,4,2
19850978,1,5,2
19850978,2,3,2
19850978,4,5,2
19850979,1,2,2
19850979,1,3,1
19850979,1,4,2
19850979,1,5,1
19850979,2,3,1
19850979,2,4,2
19850979,2,5,2
19850979,3,4,1
19850979,3,5,1
19850979,4,5,1
19850980,1,2,2
19850980,1,3,2
19850980,1,4,2
19850980,1,5,2
19850980,2,3,2
19850980,2,4,2
19850980,3,4,2
19850980,4,5,1
19850981,1,2,2
19850981,1,3,1
19850981,1,4,1
19850981,2,3,1
19850981,2,4,1
19850981,3,4,2
19850983,1,3,1
19850983,2,3,1
19850983,2,5,1
19850983,3,4,1
19850983,3,5,1
19850983,4,5,1
19850984,1,2,2
19850984,1,3,2
19850984,2,3,2
19850985,1,2,1
19850985,1,3,1
19850985,2,3,2
19850986,1,2,2
19850986,1,3,2
19850986,1,4,2
19850986,2,3,1
19850986,2,4,1
19850986,3,4,2
19850987,1,2,2
19850987,1,3,2
19850987,2,3,1
19850988,1,2,2
19850988,1,3,2
19850988,1,4,2
19850988,1,5,2
19850988,2,3,2
19850988,2,4,2
19850988,2,5,2
19850988,3,4,2
19850988,3,5,2
19850988,4,5,2
19850989,1,2,2
19850989,2,3,1
19850989,3,4,1
19850989,3,5,2
19850990,1,2,2
19850991,1,2,1
19850991,1,3,1
19850991,1,4,1
19850991,2,4,1
19850991,3,4,1
19850992,1,2,2
19850993,1,2,2
19850993,1,3,1
19850993,2,3,2
19850995,1,2,1
19850995,1,3,1
19850995,2,3,1
19850995,4,5,1
19850996,1,2,1
19850996,1,3,2
19850996,2,3,1
19850997,1,2,2
19850997,1,4,1
19850997,1,5,1
19850997,2,4,1
19850997,3,4,2
19850997,4,5,2
19850998,1,2,2
19850998,1,3,2
19850998,1,4,1
19850998,1,5,1
19850998,2,3,1
19850998,4,5,1
19850999,1,2,1
19850999,1,3,2
19850999,1,4,1
19850999,1,5,1
19850999,2,3,2
19850999,2,4,1
19850999,2,5,1
19850999,3,4,1
19850999,3,5,2
19850999,4,5,1
19851000,1,3,1
19851000,2,5,1
19851000,3,4,1
19851000,3,5,1
19851000,4,5,2
19851001,1,2,1
19851001,1,3,2
19851001,1,4,2
19851001,1,5,1
19851001,2,3,1
19851001,2,4,1
19851001,3,4,1
19851001,4,5,1
19851002,1,2,2
19851002,1,3,2
19851002,2,3,2
19851003,1,2,1
19851003,1,3,1
19851004,1,4,1
19851004,2,3,1
19851004,3,4,1
19851005,1,2,1
19851005,1,3,1
19851005,1,4,1
19851005,2,3,1
19851005,3,4,1
19851006,1,2,1
19851006,1,3,1
19851006,1,4,1
19851006,2,3,1
19851006,2,4,2
19851006,3,4,1
19851008,1,2,1
19851008,1,3,1
19851008,1,4,1
19851008,1,5,1
19851008,2,3,2
19851008,4,5,2
19851009,1,2,1
19851009,1,3,1
19851009,2,3,1
19851010,1,2,2
19851010,1,3,1
19851010,1,4,1
19851010,1,5,1
19851010,2,3,1
19851010,2,4,1
19851010,2,5,1
19851010,3,4,2
19851010,3,5,1
19851010,4,5,1
19851011,1,2,2
19851011,1,3,1
19851011,2,3,1
19851012,1,2,1
19851012,1,3,1
19851012,1,4,1
19851012,2,3,2
19851012,2,4,1
19851012,3,4,1
19851014,1,2,1
19851014,2,3,1
19851016,1,2,1
19851017,1,2,2
19851017,1,3,2
19851017,2,3,2
19851018,1,2,1
19851018,1,3,2
19851018,1,4,1
19851018,2,3,1
19851018,3,4,1
19851019,1,2,1
19851020,1,2,1
19851020,1,3,1
19851020,1,4,1
19851020,1,5,1
19851020,2,3,2
19851020,2,4,1
19851020,2,5,2
19851020,3,4,1
19851020,4,5,1
19851021,1,2,1
19851022,1,3,2
19851022,1,4,2
19851022,3,4,2
19851023,1,2,1
19851024,1,4,1
19851024,1,5,1
19851024,2,3,2
19851024,2,5,1
19851024,3,5,1
19851024,4,5,1
19851027,1,2,1
19851027,1,3,1
19851027,2,3,1
19851028,1,2,1
19851028,2,3,1
19851029,1,2,2
19851029,1,3,2
19851029,1,4,1
19851029,2,3,2
19851029,2,4,1
19851031,1,2,2
19851032,1,2,2
19851034,1,2,2
19851034,1,3,2
19851034,2,3,2
19851036,1,2,2
19851036,1,3,2
19851036,2,3,2
19851037,1,2,2
19851037,1,3,2
19851037,2,3,1
19851038,1,2,2
19851038,1,3,1
19851038,1,4,1
19851038,2,3,1
19851038,2,4,1
19851039,1,2,1
19851039,1,3,1
19851039,2,3,1
19851041,1,2,1
19851041,1,3,1
19851042,1,2,2
19851042,1,3,1
19851042,2,3,1
19851043,1,4,1
19851043,2,3,1
19851045,1,2,1
19851047,1,2,2
19851047,1,3,2
19851047,2,3,2
19851048,1,2,1
19851049,1,2,1
19851049,1,3,1
19851049,1,4,1
19851050,1,2,2
19851050,1,3,2
19851050,1,4,2
19851050,2,3,2
19851050,2,4,2
19851050,3,4,2
19851052,1,2,2
19851052,1,4,1
19851052,1,5,1
19851052,2,3,1
19851052,2,4,1
19851052,2,5,1
19851052,3,4,1
19851053,1,2,1
19851053,1,3,2
19851053,1,4,2
19851053,2,3,2
19851053,2,4,2
19851053,3,4,2
19851055,1,2,2
19851055,1,5,2
19851055,2,3,1
19851055,2,4,2
19851055,2,5,1
19851055,3,4,2
19851056,1,2,2
19851056,1,3,2
19851056,1,4,1
19851056,1,5,1
19851056,2,3,2
19851056,2,4,1
19851056,2,5,2
19851056,4,5,2
19851057,1,3,2
19851057,2,5,2
19851057,3,4,2
19851057,3,5,2
19851059,1,2,2
19851059,1,3,2
19851059,1,4,2
19851059,3,4,1
19851061,1,2,2
19851061,1,3,2
19851061,2,3,2
19851062,1,3,2
19851063,1,2,1
19851063,1,3,2
19851063,1,4,1
19851063,1,5,2
19851063,2,3,1
19851063,2,4,1
19851063,2,5,1
19851063,3,4,1
19851063,3,5,2
19851064,1,2,2
19851064,1,3,2
19851064,1,4,2
19851064,1,5,2
19851064,2,3,2
19851064,2,4,2
19851064,2,5,2
19851064,3,4,2
19851064,3,5,2
19851064,4,5,2
19851065,1,2,1
19851065,1,3,1
19851065,2,3,2
19851066,1,2,2
19851066,2,3,1
19851067,1,2,2
19851067,1,3,1
19851067,1,4,1
19851067,2,3,1
19851067,2,4,2
19851067,3,4,1
19851068,1,2,1
19851068,1,3,2
19851068,1,4,1
19851068,1,5,1
19851068,2,3,1
19851068,3,4,1
19851068,3,5,1
19851068,4,5,1
19851069,1,2,2
19851069,1,3,1
19851069,1,4,1
19851069,1,5,2
19851069,2,4,1
19851069,2,5,1
19851069,4,5,1
19851070,1,2,2
19851070,1,3,2
19851070,1,4,2
19851070,2,3,2
19851070,2,4,2
19851070,3,4,2
19851071,1,2,2
19851071,1,3,2
19851071,1,4,2
19851071,1,5,2
19851071,2,3,1
19851071,2,4,1
19851071,2,5,2
19851071,3,4,2
19851071,3,5,1
19851071,4,5,1
19851073,1,2,1
19851073,1,3,1
19851073,1,4,1
19851073,1,5,1
19851073,2,5,1
19851073,3,4,1
19851074,1,2,2
19851074,1,3,1
19851074,1,4,1
19851074,1,5,2
19851074,2,4,1
19851074,2,5,1
19851075,1,2,1
19851075,1,3,1
19851075,1,4,2
19851075,1,5,2
19851075,2,3,1
19851075,2,4,1
19851075,2,5,1
19851075,3,4,1
19851075,3,5,1
19851075,4,5,2
19851076,1,2,2
19851076,1,3,2
19851076,2,3,2
19851077,1,2,1
19851077,1,3,1
19851077,1,4,1
19851077,2,3,2
19851077,2,4,1
19851077,2,5,2
19851077,3,4,1
19851077,3,5,1
19851077,4,5,1
19851078,1,2,1
19851080,1,2,2
19851080,1,3,2
19851080,2,3,2
19851081,1,2,2
19851081,1,3,2
19851081,1,4,1
19851081,1,5,2
19851081,2,3,1
19851081,2,4,2
19851081,2,5,2
19851081,3,4,2
19851081,3,5,2
19851081,4,5,2
19851083,1,2,1
19851083,1,3,1
19851083,1,4,1
19851083,2,3,1
19851083,3,4,1
19851084,1,2,1
19851084,1,3,1
19851085,1,2,1
19851085,1,3,1
19851085,2,3,1
19851088,1,2,2
19851088,1,5,1
19851088,2,5,1
19851088,3,4,2
19851089,1,2,2
19851089,1,3,2
19851089,1,4,2
19851089,2,3,2
19851089,2,4,2
19851089,3,4,2
19851090,1,2,2
19851090,1,3,2
19851090,1,4,1
19851090,2,3,2
19851090,2,4,1
19851090,3,4,1
19851092,1,2,2
19851093,1,2,2
19851093,1,3,1
19851093,1,4,1
19851093,3,4,2
19851093,3,5,2
19851093,4,5,2
19851094,1,2,1
19851095,1,2,1
19851095,1,3,1
19851095,1,4,1
19851095,1,5,1
19851096,1,2,1
19851096,3,4,2
19851097,1,2,2
19851097,1,3,2
19851097,2,3,2
19851098,1,2,2
19851098,1,3,2
19851098,1,4,1
19851098,1,5,2
19851098,2,3,2
19851098,2,4,1
19851098,2,5,2
19851098,3,4,1
19851098,3,5,1
19851098,4,5,1
19851099,1,4,1
19851099,1,5,1
19851099,2,3,1
19851099,2,5,1
19851099,3,5,1
19851100,1,2,1
19851100,1,3,1
19851100,2,3,2
19851101,1,2,1
19851101,1,3,1
19851103,1,2,2
19851103,1,4,1
19851103,1,5,1
19851103,2,3,2
19851103,2,4,2
19851103,2,5,2
19851103,3,4,1
19851103,3,5,1
19851103,4,5,2
19851104,1,2,2
19851104,2,3,2
19851104,3,4,2
19851104,4,5,2
19851105,1,2,1
19851105,1,3,1
19851105,1,4,1
19851105,1,5,1
19851105,3,4,2
19851106,1,2,1
19851106,1,3,1
19851106,1,4,1
19851106,2,4,2
19851106,3,4,1
19851107,1,2,2
19851107,1,3,2
19851107,2,3,2
19851108,1,2,2
19851108,1,3,2
19851108,1,4,2
19851108,2,3,1
19851108,2,4,2
19851108,3,4,1
19851109,1,2,1
19851109,1,3,1
19851109,1,4,1
19851109,2,3,2
19851110,1,2,2
19851111,1,2,1
19851111,1,3,1
19851111,1,4,1
19851111,2,3,1
19851111,2,4,1
19851111,3,4,2
19851112,1,2,1
19851112,1,3,1
19851112,2,3,2
19851113,1,2,1
19851113,1,3,1
19851113,2,3,1
19851114,1,2,2
19851114,3,4,2
19851116,1,2,1
19851116,3,4,2
19851116,3,5,2
19851116,4,5,2
19851117,1,2,2
19851117,1,3,2
19851117,2,3,2
19851121,1,2,2
19851121,1,3,1
19851121,2,3,1
19851123,1,2,1
19851123,2,3,1
19851124,1,2,2
19851124,1,3,1
19851124,1,4,2
19851124,2,3,2
19851124,2,4,2
19851124,3,4,2
19851125,1,2,2
19851125,1,3,2
19851125,2,3,1
19851126,1,2,2
19851127,1,3,1
19851127,2,3,1
19851127,2,4,1
19851127,3,4,2
19851128,1,3,1
19851128,2,3,1
19851128,2,4,1
19851128,3,4,2
19851130,1,2,1
19851130,1,3,2
19851131,1,2,2
19851133,1,2,2
19851133,1,3,1
19851133,1,4,2
19851133,1,5,1
19851133,2,3,1
19851133,2,4,1
19851133,2,5,1
19851133,3,4,1
19851133,3,5,1
19851133,4,5,1
19851134,1,2,2
19851134,1,3,2
19851134,2,3,2
19851135,1,2,2
19851135,1,3,1
19851135,1,4,1
19851135,1,5,1
19851135,2,3,1
19851135,2,4,1
19851135,2,5,1
19851135,3,4,2
19851135,3,5,1
19851135,4,5,1
19851136,1,2,1
19851137,1,2,1
19851137,1,3,1
19851137,1,4,1
19851137,1,5,2
19851137,2,3,1
19851137,2,4,1
19851137,2,5,1
19851137,3,4,2
19851137,3,5,1
19851137,4,5,1
19851139,1,2,2
19851142,1,2,1
19851142,1,3,1
19851143,1,2,1
19851143,1,3,1
19851143,2,3,1
19851144,1,2,2
19851144,1,3,2
19851144,1,4,2
19851144,2,3,2
19851144,2,4,2
19851144,3,4,2
19851145,1,2,1
19851147,1,2,2
19851148,1,2,2
19851148,3,4,2
19851149,1,2,1
19851149,1,3,1
19851149,2,3,1
19851150,2,3,2
19851150,2,4,1
19851150,2,5,1
19851150,3,4,1
19851150,3,5,1
19851150,4,5,1
19851151,1,3,1
19851151,2,3,1
19851152,1,2,1
19851152,1,3,1
19851152,1,4,1
19851152,3,4,1
19851153,1,2,2
19851153,1,3,2
19851153,2,3,2
19851158,1,2,2
19851158,1,3,1
19851158,2,3,1
19851160,1,2,2
19851161,1,2,2
19851161,1,3,2
19851161,2,3,2
19851162,1,2,1
19851162,1,3,1
19851162,2,3,1
19851163,1,2,2
19851163,1,3,2
19851163,1,4,2
19851163,2,3,2
19851163,3,4,2
19851164,1,2,1
19851167,1,2,2
19851167,1,3,1
19851167,2,3,1
19851169,1,2,1
19851169,1,3,2
19851169,1,5,1
19851169,2,3,2
19851169,2,4,2
19851169,2,5,2
19851169,3,4,2
19851169,3,5,2
19851169,4,5,2
19851170,1,2,2
19851170,1,3,2
19851170,1,4,2
19851170,1,5,2
19851170,2,3,1
19851170,2,5,1
19851170,3,4,2
19851170,3,5,2
19851170,4,5,2
19851171,1,2,2
19851171,1,3,1
19851171,1,4,1
19851171,2,3,2
19851171,2,4,2
19851171,3,4,2
19851172,1,2,2
19851172,1,3,2
19851172,1,4,2
19851172,1,5,1
19851172,2,3,1
19851172,2,4,1
19851172,2,5,1
19851172,3,4,2
19851173,1,2,2
19851173,1,3,2
19851173,2,3,1
19851174,2,4,1
19851174,4,5,2
19851176,1,2,2
19851176,1,3,2
19851176,1,4,2
19851176,1,5,2
19851176,2,3,1
19851176,2,4,1
19851176,2,5,1
19851176,3,4,1
19851176,3,5,1
19851176,4,5,2
19851177,1,2,1
19851177,1,3,2
19851177,2,3,2
19851178,1,2,2
19851180,1,2,1
19851180,1,3,2
19851180,1,4,2
19851180,2,3,1
19851180,2,4,1
19851180,2,5,1
19851180,3,4,2
19851181,1,2,2
19851182,1,2,1
19851182,1,3,1
19851182,2,3,1
19851183,1,2,1
19851183,1,3,1
19851183,2,3,1
19851184,1,2,1
19851186,1,2,2
19851187,1,2,1
19851187,1,3,2
19851188,1,2,1
19851188,1,3,1
19851188,2,3,1
19851189,1,2,2
19851190,1,2,2
19851190,1,5,1
19851190,2,3,2
19851190,2,4,2
19851190,2,5,1
19851190,3,4,2
19851190,4,5,1
19851192,1,2,1
19851192,1,3,2
19851192,2,3,2
19851194,1,2,1
19851194,1,3,1
19851194,1,4,1
19851194,1,5,1
19851194,2,3,1
19851194,2,4,2
19851194,2,5,1
19851194,3,4,1
19851194,3,5,1
19851194,4,5,2
19851195,1,2,1
19851195,1,3,1
19851195,2,3,2
19851196,1,2,1
19851196,1,3,2
19851196,1,4,2
19851196,1,5,2
19851196,3,4,2
19851196,3,5,1
19851196,4,5,1
19851197,1,2,2
19851197,1,3,2
19851197,1,4,2
19851197,1,5,2
19851197,2,3,2
19851197,2,4,2
19851197,2,5,2
19851197,3,4,2
19851197,3,5,2
19851197,4,5,2
19851198,1,2,2
19851198,1,3,2
19851198,1,4,2
19851198,2,3,2
19851198,2,4,2
19851198,3,4,2
19851199,1,2,1
19851199,1,3,2
19851199,1,4,2
19851199,1,5,1
19851199,2,3,1
19851199,2,4,2
19851199,2,5,2
19851199,3,4,2
19851199,3,5,1
19851199,4,5,1
19851200,1,5,2
19851200,2,3,2
19851200,2,4,1
19851200,2,5,2
19851200,3,4,1
19851200,3,5,1
19851200,4,5,2
19851201,1,2,2
19851201,1,3,1
19851201,1,4,2
19851201,1,5,1
19851201,2,3,1
19851201,2,4,2
19851201,2,5,1
19851201,3,4,2
19851201,3,5,2
19851201,4,5,2
19851202,1,2,1
19851202,1,3,1
19851202,2,3,1
19851203,1,2,1
19851203,1,3,1
19851203,1,4,2
19851203,1,5,1
19851203,2,3,2
19851203,2,4,1
19851203,2,5,1
19851203,3,4,1
19851203,3,5,1
19851203,4,5,1
19851204,1,2,1
19851204,1,4,2
19851204,1,5,2
19851204,2,3,1
19851204,2,4,1
19851204,2,5,1
19851204,3,4,2
19851204,3,5,1
19851204,4,5,2
19851205,1,2,1
19851205,1,3,1
19851205,1,4,1
19851205,2,3,2
19851205,2,4,2
19851205,2,5,2
19851205,3,4,2
19851205,3,5,2
19851205,4,5,2
19851206,1,2,2
19851206,1,3,2
19851206,1,4,2
19851206,2,3,2
19851206,2,4,2
19851206,3,4,2
19851207,1,2,1
19851207,2,3,1
19851208,1,2,1
19851208,1,5,2
19851208,2,3,1
19851208,2,4,2
19851208,2,5,2
19851208,3,4,1
19851208,3,5,1
19851208,4,5,1
19851209,1,2,2
19851209,1,3,2
19851209,1,4,2
19851209,1,5,2
19851209,2,3,2
19851209,2,4,2
19851209,2,5,2
19851209,3,4,2
19851209,3,5,2
19851209,4,5,2
19851210,1,2,2
19851210,1,3,2
19851210,1,4,2
19851210,1,5,2
19851210,2,3,2
19851210,2,4,2
19851210,2,5,2
19851210,3,4,2
19851210,3,5,2
19851210,4,5,2
19851211,1,2,2
19851211,1,3,2
19851211,2,3,2
19851212,1,2,1
19851212,1,3,2
19851212,1,4,1
19851212,1,5,1
19851212,2,3,2
19851212,2,4,2
19851212,2,5,2
19851212,3,4,2
19851212,3,5,2
19851213,1,2,1
19851213,1,3,1
19851213,1,4,2
19851213,1,5,2
19851213,2,3,2
19851213,2,4,1
19851213,2,5,1
19851213,3,4,1
19851213,3,5,1
19851213,4,5,2
19851214,1,3,1
19851214,1,4,1
19851214,3,4,1
19851215,1,2,2
19851215,1,3,2
19851215,1,4,2
19851215,1,5,2
19851215,2,3,2
19851215,2,4,2
19851215,2,5,1
19851215,3,4,1
19851215,3,5,1
19851215,4,5,1
19851216,1,2,2
19851216,1,3,2
19851216,2,3,1
19851218,1,2,2
19851218,1,3,2
19851218,2,3,2
19851224,1,2,1
19851224,1,3,1
19851224,2,3,1
19851225,1,2,1
19851228,1,2,1
19851228,1,3,2
19851228,2,3,2
19851243,1,2,1
19851243,1,3,1
19851243,1,4,1
19851243,1,5,1
19851243,2,3,1
19851243,2,4,1
19851243,2,5,1
19851243,3,4,1
19851243,3,5,1
19851243,4,5,1
19851245,1,2,1
19851246,1,2,2
19851246,1,3,2
19851248,1,2,2
19851248,1,3,2
19851248,2,4,2
19851248,3,4,2
19851250,1,2,1
19851250,1,4,1
19851250,1,5,1
19851250,2,3,2
19851250,2,4,1
19851250,2,5,1
19851250,3,4,1
19851250,3,5,2
19851250,4,5,2
19851251,1,2,2
19851253,1,2,2
19851254,1,2,1
19851254,1,3,1
19851254,1,5,2
19851254,2,3,2
19851254,2,4,1
19851254,2,5,2
19851254,3,4,2
19851254,3,5,1
19851254,4,5,2
19851255,1,2,2
19851256,1,2,1
19851258,1,2,1
19851258,1,3,1
19851258,1,4,1
19851258,1,5,1
19851258,2,3,1
19851258,2,5,1
19851258,3,5,1
19851258,4,5,1
19851260,1,2,2
19851261,1,3,1
19851261,1,4,1
19851261,1,5,1
19851261,2,3,1
19851261,2,4,1
19851261,2,5,1
19851261,3,4,1
19851261,3,5,1
19851262,1,2,2
19851262,1,3,1
19851262,1,4,1
19851262,2,3,1
19851262,2,4,1
19851263,1,2,2
19851263,1,3,2
19851263,1,4,2
19851263,2,3,1
19851263,2,4,2
19851264,1,2,2
19851264,1,3,2
19851264,2,3,1
19851265,1,2,2
19851266,1,2,2
19851267,1,2,2
19851267,1,3,1
19851267,2,3,1
19851269,1,2,1
19851269,1,3,1
19851269,2,3,1
19851270,1,3,1
19851271,1,2,2
19851272,1,2,2
19851272,1,3,1
19851272,2,3,1
19851273,1,2,1
19851274,1,2,2
19851276,1,2,1
19851277,1,2,2
19851277,1,3,2
19851277,1,4,2
19851277,1,5,2
19851277,2,5,1
19851277,3,4,2
19851277,3,5,1
19851277,4,5,1
19851279,1,2,2
19851279,1,3,1
19851279,1,4,1
19851279,1,5,1
19851279,2,3,1
19851279,2,4,1
19851279,2,5,2
19851279,3,4,2
19851279,3,5,2
19851279,4,5,2
19851280,1,2,1
19851281,1,2,2
19851281,1,3,1
19851282,1,2,2
19851283,1,2,2
19851285,1,2,1
19851285,1,4,1
19851285,1,5,1
19851285,2,3,1
19851285,2,4,2
19851285,2,5,2
19851285,3,4,2
19851285,3,5,1
19851285,4,5,2
19851286,1,2,1
19851286,1,3,2
19851286,2,3,1
19851286,2,4,2
19851286,2,5,1
19851286,3,4,2
19851286,3,5,1
19851286,4,5,2
19851287,1,2,1
19851287,1,3,2
19851287,2,3,2
19851288,1,2,1
19851291,1,2,1
19851291,1,3,1
19851291,2,3,1
19851293,1,2,1
19851293,1,3,1
19851293,2,3,1
19851294,1,2,2
19851294,1,3,2
19851294,2,3,2
19851295,1,2,1
19851295,1,3,1
19851295,1,4,1
19851295,2,4,1
19851295,3,4,1
19851297,1,2,1
19851297,1,3,1
19851297,1,4,1
19851297,1,5,1
19851297,3,4,2
19851298,1,2,1
19851298,1,3,1
19851298,1,4,1
19851298,3,4,2
19851300,1,2,2
19851302,1,2,1
19851302,1,3,2
19851302,2,3,1
19851303,1,2,1
19851304,1,2,2
19851304,1,3,1
19851304,2,3,1
19851305,1,2,1
19851305,1,3,1
19851305,2,4,1
19851306,1,2,2
19851309,1,2,2
19851311,1,2,2
19851311,1,3,2
19851311,1,4,2
19851311,2,3,2
19851311,2,4,2
19851311,3,4,2
19851312,1,2,2
19851313,1,2,2
19851314,1,2,2
19851315,1,2,2
19851315,1,3,2
19851315,2,3,2
19851316,1,2,1
19851316,1,3,2
19851316,1,4,2
19851316,2,3,1
19851316,2,4,1
19851316,3,4,2
19851317,1,2,2
19851317,1,3,2
19851318,1,2,1
19851318,1,3,1
19851318,1,4,1
19851321,1,2,2
19851321,1,3,2
19851321,1,4,1
