"CASEID","ALTER1","ALTER2","WEIGHT"
19850389,1,4,2
19850389,2,4,1
19850389,3,4,2
19850390,1,2,2
19850390,1,3,2
19850390,1,4,1
19850390,2,3,2
19850390,2,4,1
19850391,1,2,2
19850391,1,3,2
19850391,1,4,1
19850391,1,5,2
19850391,2,3,2
19850391,2,4,1
19850391,2,5,1
19850391,3,4,1
19850391,3,5,1
19850391,4,5,2
19850392,1,2,2
19850392,1,3,2
19850392,2,3,2
19850397,1,2,1
19850400,1,2,2
19850400,1,3,2
19850400,2,3,2
19850408,1,2,2
19850409,1,2,2
19850409,1,3,1
19850409,1,4,2
19850409,1,5,1
19850409,3,5,1
19850412,1,2,1
19850412,1,3,1
19850412,1,4,2
19850412,2,4,2
19850412,3,4,1
19850413,1,2,2
19850414,1,2,1
19850414,1,4,1
19850414,1,5,1
19850414,2,3,1
19850414,2,4,1
19850414,3,5,1
19850414,4,5,1
19850415,1,2,2
19850419,1,2,1
19850419,1,3,2
19850419,1,4,1
19850419,1,5,1
19850419,2,3,1
19850419,2,4,1
19850419,2,5,1
19850419,3,4,2
19850419,3,5,2
19850419,4,5,2
19850420,1,2,2
19850420,1,3,2
19850420,1,4,2
19850420,1,5,1
19850420,2,3,2
19850420,2,4,1
19850420,2,5,1
19850420,3,4,1
19850420,3,5,1
19850420,4,5,1
19850421,1,2,1
19850421,1,3,2
19850421,1,4,1
19850421,2,3,1
19850421,2,4,1
19850421,3,4,2
19850422,1,2,2
19850422,1,3,1
19850422,1,4,1
19850422,2,3,1
19850422,2,4,1
19850422,3,4,1
19850422,3,5,1
19850422,4,5,1
19850425,1,2,2
19850425,1,3,2
19850425,1,4,1
19850425,2,3,2
19850426,1,2,1
19850426,1,4,1
19850426,2,4,2
19850427,1,2,2
19850427,1,3,2
19850427,1,4,2
19850427,2,3,2
19850427,2,4,2
19850427,3,4,2
19850428,1,2,2
19850428,1,3,2
19850429,1,2,2
19850429,1,3,1
19850429,1,4,2
19850429,1,5,2
19850429,2,4,2
19850429,2,5,2
19850429,3,4,1
19850429,3,5,2
19850429,4,5,2
19850430,1,2,1
19850430,1,3,1
19850430,1,4,1
19850430,2,3,1
19850430,2,4,1
19850430,3,4,1
19850431,1,2,2
19850433,1,2,2
19850433,1,3,2
19850433,1,4,2
19850433,1,5,2
19850433,2,3,1
19850433,2,4,1
19850433,2,5,1
19850433,3,4,1
19850433,3,5,1
19850433,4,5,1
19850434,1,3,1
19850434,2,4,1
19850434,3,4,1
19850435,1,2,2
19850435,2,3,1
19850436,1,2,2
19850436,1,3,1
19850436,1,4,1
19850436,2,3,1
19850436,2,4,1
19850436,3,4,2
19850437,1,2,2
19850437,1,3,2
19850437,1,4,1
19850437,2,3,2
19850437,2,4,1
19850437,3,4,2
19850438,1,3,1
19850438,1,4,2
19850438,1,5,1
19850438,2,3,1
19850438,2,4,1
19850438,2,5,1
19850438,3,5,1
19850438,4,5,1
19850440,1,2,1
19850440,1,3,1
19850440,1,5,1
19850440,2,3,2
19850440,2,5,1
19850440,3,5,1
19850441,1,2,2
19850442,1,2,2
19850442,1,3,1
19850442,2,3,2
19850444,1,2,1
19850444,1,3,1
19850444,1,4,1
19850444,2,3,1
19850444,2,5,1
19850444,3,4,1
19850444,3,5,1
19850446,1,2,1
19850446,1,3,1
19850446,1,4,1
19850446,2,3,1
19850446,2,4,1
19850446,3,4,1
19850447,1,2,1
19850447,1,3,2
19850448,1,2,2
19850448,1,4,2
19850448,2,4,1
19850450,1,4,2
19850450,1,5,2
19850450,2,3,2
19850450,4,5,2
19850451,1,2,1
19850451,1,3,1
19850452,1,2,2
19850452,1,3,1
19850452,2,3,2
19850454,2,3,1
19850455,1,2,2
19850455,1,3,2
19850455,1,4,2
19850455,2,4,2
19850455,3,4,2
19850455,3,5,1
19850455,4,5,1
19850456,1,2,2
19850456,1,3,2
19850456,1,4,2
19850457,1,2,2
19850457,1,3,1
19850457,2,3,1
19850458,1,3,2
19850458,2,3,1
19850458,2,4,1
19850458,2,5,2
19850458,3,4,2
19850458,3,5,1
19850458,4,5,2
19850460,1,2,2
19850462,1,2,2
19850462,1,3,2
19850462,2,3,2
19850463,1,2,2
19850463,1,3,1
19850463,1,4,2
19850463,1,5,2
19850463,2,3,2
19850463,2,4,2
19850463,2,5,2
19850463,3,4,2
19850463,3,5,2
19850463,4,5,2
19850464,1,2,1
19850466,1,2,1
19850466,2,3,1
19850466,3,4,2
19850466,4,5,1
19850467,1,2,1
19850468,3,4,2
19850468,3,5,2
19850468,4,5,2
19850469,1,2,1
19850469,3,4,1
19850469,4,5,1
19850470,1,2,2
19850471,1,2,2
19850472,1,3,2
19850473,1,2,2
19850473,2,3,2
19850474,1,2,2
19850474,2,3,1
19850475,1,2,1
19850475,1,3,1
19850475,2,3,2
19850477,1,2,1
19850477,1,3,1
19850477,1,4,1
19850477,2,3,1
19850477,2,4,1
19850477,3,4,1
19850478,1,2,1
19850479,1,2,1
19850480,1,2,1
19850480,2,3,2
19850482,1,3,1
19850482,2,4,1
19850482,2,5,1
19850482,3,4,2
19850482,4,5,1
19850483,1,2,2
19850485,1,2,1
19850486,1,2,1
19850486,2,3,1
19850486,4,5,1
19850487,1,2,1
19850487,1,3,1
19850487,2,3,1
19850488,1,2,1
19850500,1,2,1
19850501,1,2,1
19850502,1,2,2
19850502,1,3,2
19850502,2,3,2
19850503,1,2,2
19850503,1,3,2
19850503,2,3,2
19850504,1,2,1
19850504,1,3,2
19850504,1,4,2
19850504,2,3,2
19850504,2,4,2
19850504,3,4,1
19850505,1,3,2
19850505,1,4,2
19850505,1,5,2
19850505,2,4,1
19850505,2,5,1
19850505,3,4,2
19850505,3,5,2
19850505,4,5,2
19850507,1,2,1
19850507,1,3,1
19850507,1,4,1
19850507,2,4,1
19850507,3,5,1
19850508,1,2,1
19850508,1,3,1
19850508,2,3,1
19850509,1,2,2
19850509,1,4,2
19850509,1,5,1
19850509,2,3,2
19850509,2,4,2
19850509,2,5,2
19850509,3,4,2
19850509,3,5,2
19850509,4,5,2
19850510,1,2,2
19850510,1,3,1
19850510,1,4,1
19850510,1,5,2
19850510,2,3,1
19850510,2,4,1
19850510,2,5,2
19850510,3,4,2
19850510,3,5,1
19850510,4,5,2
19850511,1,2,1
19850511,1,3,1
19850511,1,4,1
19850511,2,3,1
19850511,2,4,1
19850511,3,4,1
19850512,1,2,2
19850512,1,3,2
19850512,2,3,2
19850518,1,2,2
19850518,1,3,2
19850518,1,4,2
19850518,1,5,2
19850518,2,3,2
19850518,2,4,2
19850518,2,5,2
19850518,3,4,2
19850518,3,5,2
19850518,4,5,2
19850519,1,3,1
19850519,2,5,1
19850519,3,5,1
19850520,1,2,1
19850521,1,2,2
19850521,1,3,2
19850521,2,3,2
19850523,1,2,2
19850524,1,2,1
19850524,1,3,1
19850524,1,4,1
19850524,1,5,1
19850524,2,3,1
19850524,2,4,1
19850524,3,4,1
19850525,1,2,1
19850525,1,3,2
19850525,1,4,2
19850525,1,5,1
19850525,2,3,2
19850525,2,4,2
19850525,2,5,2
19850525,3,4,2
19850525,3,5,2
19850525,4,5,2
19850526,1,2,2
19850526,1,3,1
19850526,1,4,1
19850526,2,3,1
19850526,2,4,1
19850527,1,2,2
19850528,1,2,1
19850529,1,3,2
19850529,1,5,1
19850529,2,4,1
19850529,2,5,1
19850529,3,5,1
19850530,1,2,2
19850530,1,3,2
19850530,2,3,2
19850531,1,3,1
19850531,2,3,1
19850531,2,4,1
19850531,3,4,2
19850532,1,2,1
19850532,1,3,1
19850532,3,4,2
19850533,1,2,1
19850533,1,4,1
19850533,2,3,1
19850533,2,4,1
19850533,3,4,1
19850533,4,5,1
19850534,1,2,2
19850534,1,3,2
19850534,1,4,2
19850534,1,5,2
19850534,2,3,2
19850534,2,4,2
19850534,2,5,2
19850534,3,4,2
19850534,3,5,2
19850534,4,5,2
19850535,1,2,1
19850535,1,3,1
19850535,1,4,1
19850535,1,5,1
19850535,2,3,1
19850535,2,4,1
19850535,2,5,1
19850535,3,4,1
19850535,3,5,1
19850535,4,5,1
19850536,1,2,1
19850537,1,2,1
19850538,1,2,2
19850538,1,3,2
19850538,1,4,1
19850538,1,5,2
19850538,2,3,2
19850538,2,5,2
19850538,3,4,2
19850538,3,5,2
19850538,4,5,2
19850539,1,2,2
19850539,1,3,1
19850539,1,4,2
19850539,2,3,1
19850539,2,4,2
19850539,3,4,1
19850539,3,5,1
19850540,1,2,1
19850542,1,2,2
19850542,1,4,1
19850542,1,5,1
19850542,2,5,2
19850543,1,2,2
19850543,1,3,1
19850543,1,4,1
19850543,1,5,1
19850543,2,3,1
19850543,2,4,1
19850543,2,5,1
19850543,3,4,1
19850543,3,5,1
19850543,4,5,1
19850544,1,2,1
19850544,1,3,1
19850544,1,5,1
19850544,2,4,2
19850544,2,5,2
19850544,3,5,1
19850544,4,5,2
19850545,1,2,2
19850545,1,4,2
19850545,1,5,2
19850545,2,4,2
19850545,2,5,2
19850545,4,5,2
19850546,1,2,2
19850548,1,2,2
19850549,1,2,2
19850551,1,2,2
19850552,1,2,1
19850552,1,3,1
19850552,1,5,1
19850552,2,3,1
19850552,2,4,1
19850552,2,5,1
19850552,3,4,2
19850553,1,2,2
19850553,1,3,2
19850553,1,4,2
19850553,1,5,1
19850553,2,3,2
19850553,2,4,2
19850553,2,5,2
19850553,3,4,2
19850553,3,5,2
19850553,4,5,1
19850554,1,2,1
19850554,1,3,2
19850554,1,4,1
19850554,2,3,1
19850554,2,4,1
19850554,3,4,2
19850555,1,2,2
19850555,1,3,2
19850555,1,4,2
19850555,1,5,2
19850555,2,3,2
19850555,2,4,2
19850555,2,5,2
19850555,3,4,2
19850555,3,5,2
19850555,4,5,2
19850557,1,2,2
19850557,1,3,1
19850557,1,4,1
19850557,2,4,1
19850557,3,5,1
19850557,4,5,1
19850558,1,2,1
19850558,1,3,1
19850558,2,3,2
19850559,1,2,1
19850559,1,3,2
19850559,2,3,1
19850560,1,2,2
19850562,1,2,2
19850562,1,3,2
19850562,2,3,2
19850564,1,2,2
19850564,1,3,2
19850564,2,3,2
19850565,1,2,1
19850565,1,4,2
19850565,2,3,2
19850565,2,4,2
19850565,2,5,2
19850565,3,4,2
19850565,3,5,2
19850565,4,5,2
19850566,1,2,2
19850566,1,3,2
19850566,1,4,2
19850566,1,5,2
19850566,2,3,2
19850566,2,4,2
19850566,2,5,2
19850566,3,4,2
19850566,3,5,2
19850568,1,2,2
19850568,1,3,2
19850568,2,3,2
19850571,1,2,2
19850571,1,3,2
19850571,1,4,2
19850571,1,5,2
19850571,2,3,2
19850571,2,4,2
19850571,2,5,2
19850571,3,4,2
19850571,3,5,2
19850571,4,5,2
19850572,1,2,1
19850574,1,2,2
19850574,1,3,2
19850574,1,4,2
19850574,1,5,2
19850574,2,3,2
19850574,2,4,2
19850574,2,5,2
19850574,3,4,2
19850574,3,5,2
19850574,4,5,2
19850575,1,3,1
19850575,1,4,2
19850575,1,5,2
19850575,2,3,2
19850575,2,4,1
19850575,3,4,1
19850575,3,5,1
19850575,4,5,1
19850577,1,2,2
19850577,1,3,2
19850577,2,3,2
19850578,1,4,1
19850578,1,5,1
19850578,2,3,1
19850578,2,4,1
19850578,2,5,2
19850578,3,4,1
19850578,3,5,1
19850578,4,5,2
19850579,1,2,1
19850579,1,3,2
19850580,1,2,1
19850580,2,3,1
19850581,1,3,1
19850581,2,3,1
19850582,1,2,1
19850584,1,2,2
19850584,1,3,2
19850584,1,5,2
19850584,2,3,2
19850584,2,4,2
19850584,2,5,2
19850584,3,5,2
19850584,4,5,2
19850585,1,2,2
19850585,1,3,1
19850585,1,4,2
19850585,1,5,1
19850585,2,3,1
19850585,3,4,1
19850585,3,5,1
19850585,4,5,1
19850586,1,2,1
19850586,1,3,1
19850586,2,3,2
19850586,3,4,2
19850587,1,2,1
19850587,1,3,1
19850587,2,3,2
19850588,1,2,2
19850588,1,3,1
19850588,1,4,1
19850588,1,5,1
19850588,2,3,1
19850588,2,4,1
19850588,2,5,1
19850588,3,4,2
19850588,3,5,2
19850588,4,5,2
19850589,1,2,1
19850589,1,3,1
19850589,1,4,2
19850589,2,3,2
19850589,2,4,1
19850589,3,4,1
19850590,1,2,2
19850590,1,3,1
19850590,1,4,2
19850590,1,5,2
19850590,2,3,2
19850590,2,4,2
19850590,2,5,1
19850590,3,4,2
19850590,3,5,1
19850590,4,5,1
19850591,1,2,1
19850592,1,2,2
19850592,1,3,1
19850592,2,3,1
19850593,1,2,2
19850593,1,3,2
19850593,1,4,2
19850593,1,5,2
19850593,2,3,2
19850593,2,4,2
19850593,2,5,2
19850593,3,4,2
19850593,3,5,2
19850593,4,5,2
19850594,1,2,2
19850594,1,3,2
19850594,1,4,1
19850594,1,5,2
19850594,2,3,2
19850594,2,4,1
19850594,2,5,2
19850594,3,4,1
19850594,4,5,2
19850595,1,2,1
19850595,1,3,1
19850595,1,4,1
19850595,1,5,1
19850595,2,3,2
19850595,2,4,1
19850595,2,5,1
19850595,3,4,1
19850595,4,5,2
19850596,1,2,1
19850596,1,3,1
19850596,2,3,1
19850598,1,2,2
19850599,1,2,1
19850599,1,3,1
19850600,1,2,1
19850600,1,3,1
19850600,2,3,1
19850601,1,2,2
19850601,1,3,1
19850601,1,5,2
19850601,2,3,2
19850601,2,5,2
19850601,3,5,2
19850603,1,2,1
19850604,1,2,2
19850604,1,3,2
19850604,1,5,2
19850604,2,3,1
19850604,2,5,2
19850604,3,5,2
19850605,1,2,2
19850605,1,3,2
19850605,2,3,2
19850606,1,2,1
19850606,1,3,1
19850606,1,4,1
19850606,2,3,1
19850606,2,4,1
19850606,3,4,2
19850607,1,2,2
19850607,1,3,2
19850607,1,4,2
19850607,2,3,2
19850607,2,4,2
19850607,3,4,2
19850609,1,2,2
19850610,1,2,1
19850610,1,3,1
19850610,1,4,1
19850610,2,3,2
19850610,2,4,2
19850610,3,4,1
19850611,1,2,1
19850611,1,3,1
19850611,2,3,2
19850612,1,2,1
19850612,1,3,1
19850612,2,3,1
19850614,1,3,2
19850614,1,4,1
19850614,2,3,1
19850614,2,4,1
19850616,1,2,2
19850616,1,3,1
19850616,2,3,1
19850619,1,2,2
19850619,1,3,1
19850619,1,4,1
19850619,2,3,1
19850619,2,4,1
19850619,3,4,1
19850620,1,2,1
19850620,1,3,1
19850620,2,3,1
19850623,1,2,1
19850624,1,2,2
19850627,1,2,2
19850628,1,2,1
19850628,1,4,1
19850628,1,5,1
19850628,2,3,2
19850628,2,4,2
19850628,2,5,2
19850628,3,5,1
19850628,4,5,2
19850631,1,2,2
19850632,1,2,2
19850632,1,3,1
19850632,2,3,1
19850639,1,2,2
19850639,1,3,2
19850639,2,3,2
19850642,1,2,2
19850645,1,2,2
19850645,1,3,1
19850645,1,4,2
19850645,1,5,2
19850645,2,3,2
19850645,2,4,2
19850645,2,5,2
19850645,3,4,2
19850645,3,5,2
19850645,4,5,2
19850646,1,2,2
19850648,1,2,2
19850648,1,3,2
19850648,2,3,2
19850651,1,2,2
19850651,1,3,2
19850651,2,3,2
19850657,1,2,1
19850657,1,3,1
19850657,1,4,1
19850657,2,4,2
19850659,1,2,1
19850660,1,2,2
19850660,1,3,2
19850660,1,4,1
19850660,2,3,1
19850660,2,4,2
19850660,3,4,1
19850661,1,2,2
19850661,1,3,2
19850661,1,4,2
19850661,1,5,2
19850661,2,3,2
19850661,2,4,2
19850661,2,5,2
19850661,3,4,2
19850661,3,5,2
19850661,4,5,2
19850662,1,2,2
19850663,1,2,1
19850664,1,2,2
19850664,3,4,2
19850666,1,2,2
19850669,1,2,1
19850669,1,3,2
19850669,1,4,2
19850669,1,5,2
19850669,2,3,2
19850669,2,4,2
19850669,2,5,2
19850669,3,4,2
19850669,3,5,2
19850669,4,5,2
19850670,1,2,1
19850670,1,3,1
19850670,1,4,1
19850670,2,3,1
19850670,2,4,1
19850671,1,2,2
19850671,1,3,2
19850671,1,4,2
19850671,2,3,2
19850671,2,4,2
19850671,2,5,2
19850671,3,4,2
19850671,3,5,1
19850671,4,5,1
19850672,1,2,1
19850672,1,3,1
19850672,2,3,1
19850673,1,2,2
19850673,1,3,2
19850673,1,4,2
19850673,1,5,2
19850673,2,3,1
19850673,2,4,2
19850673,2,5,1
19850673,3,4,1
19850673,3,5,1
19850673,4,5,1
19850674,1,3,1
19850674,1,4,1
19850674,2,3,1
19850674,2,4,1
19850674,3,4,2
19850676,1,3,1
19850676,1,4,1
19850676,2,4,2
19850676,2,5,1
19850676,3,4,1
19850676,3,5,1
19850676,4,5,1
19850679,1,2,2
19850679,1,3,1
19850679,1,4,1
19850679,2,4,1
19850681,1,2,2
19850681,2,3,2
19850683,1,2,1
19850683,1,3,1
19850683,1,4,1
19850683,1,5,1
19850683,2,3,1
19850683,2,5,2
19850683,3,4,1
19850683,3,5,1
19850683,4,5,1
19850684,1,3,1
19850685,1,2,1
19850685,1,3,2
19850685,2,3,2
19850686,1,2,2
19850686,1,3,2
19850686,1,4,2
19850686,1,5,2
19850686,2,3,2
19850686,2,4,2
19850686,2,5,2
19850686,3,4,2
19850686,3,5,2
19850686,4,5,2
19850687,1,2,2
19850687,1,3,1
19850687,2,3,2
19850688,1,3,1
19850689,1,2,2
19850689,1,3,2
19850689,1,4,1
19850689,2,3,2
19850689,2,4,1
19850689,3,4,1
19850693,1,2,2
19850693,1,3,2
19850693,2,3,2
19850695,1,2,1
19850695,1,3,2
19850695,1,4,2
19850695,2,3,2
19850696,1,2,2
19850696,1,3,2
19850696,1,4,2
19850696,2,3,2
19850696,2,4,2
19850696,3,4,2
19850697,1,2,1
19850697,1,3,1
19850697,2,3,2
19850699,1,5,1
19850699,2,5,1
19850699,3,4,1
19850699,4,5,2
19850702,1,2,1
19850702,1,3,1
19850702,1,4,1
19850702,2,3,1
19850702,2,4,1
19850702,3,4,1
19850705,1,3,2
19850706,1,2,1
19850706,1,3,1
19850706,1,4,1
19850706,1,5,1
19850706,2,3,1
19850706,2,4,1
19850706,2,5,1
19850706,3,4,2
19850706,3,5,1
19850706,4,5,1
19850707,1,2,2
19850707,1,3,2
19850707,1,4,1
19850707,2,3,2
19850707,2,4,2
19850707,3,4,1
19850708,1,2,1
19850708,1,3,1
19850708,1,4,2
19850708,1,5,2
19850708,2,3,1
19850708,2,4,1
19850708,2,5,1
19850708,3,4,1
19850708,3,5,1
19850708,4,5,2
19850710,1,3,1
19850710,1,4,2
19850710,1,5,2
19850710,4,5,2
19850711,1,2,1
19850711,1,3,1
19850711,1,4,2
19850711,2,3,2
19850711,2,4,1
19850712,1,2,2
19850712,1,5,1
19850712,2,4,1
19850712,2,5,2
19850712,3,4,2
19850712,3,5,2
19850712,4,5,1
19850714,1,2,2
19850716,1,2,2
19850716,1,4,1
19850717,1,2,2
19850717,1,3,2
19850718,1,2,1
19850718,1,3,2
19850718,1,4,2
19850718,1,5,1
19850719,1,2,1
19850719,1,3,2
19850719,2,3,1
19850720,1,2,1
19850721,1,2,1
19850721,1,3,1
19850721,1,4,1
19850721,2,3,1
19850721,2,4,2
19850721,3,4,1
19850722,1,2,1
19850722,1,3,1
19850722,1,4,1
19850722,2,3,2
19850722,2,4,1
19850722,3,4,1
19850726,1,2,2
19850726,1,3,2
19850726,1,4,2
19850726,2,3,2
19850726,2,5,2
19850726,3,4,2
19850726,3,5,2
19850726,4,5,2
19850727,1,2,2
19850727,1,3,2
19850727,1,4,2
19850727,1,5,2
19850727,2,3,2
19850727,2,4,2
19850727,2,5,2
19850727,3,4,2
19850727,3,5,2
19850727,4,5,2
19850728,1,2,1
19850729,1,2,1
19850729,2,3,2
19850729,2,4,1
19850729,3,4,2
19850730,1,3,2
19850730,2,3,1
19850731,1,2,2
19850731,1,3,2
19850731,2,3,2
19850732,1,2,1
19850734,1,2,1
19850739,1,5,2
19850739,2,3,2
19850739,2,4,1
19850739,3,4,1
19850740,1,2,2
19850740,1,3,2
19850740,1,4,1
19850740,2,3,2
19850740,2,4,2
19850740,3,4,2
19850742,1,2,2
19850744,1,2,1
19850744,2,3,1
19850746,1,2,1
19850746,2,3,2
19850746,3,4,2
19850746,4,5,2
19850747,1,2,1
19850747,2,3,2
19850747,3,4,2
19850749,1,2,2
19850750,1,2,1
19850751,1,2,2
19850752,1,3,2
19850752,2,3,2
19850753,1,3,1
19850753,1,4,1
19850753,2,3,1
19850753,3,5,1
19850755,2,3,2
19850755,2,4,2
19850755,2,5,2
19850755,3,4,2
19850755,3,5,2
19850755,4,5,2
19850756,1,2,2
19850756,1,3,1
19850756,1,4,2
19850756,1,5,2
19850756,2,3,1
19850756,2,4,1
19850756,2,5,1
19850756,3,4,1
19850756,3,5,1
19850756,4,5,2
19850758,1,2,1
19850758,1,4,1
19850759,1,2,1
19850759,1,3,2
19850760,1,2,1
19850760,1,3,1
19850760,1,4,2
19850760,1,5,1
19850760,2,4,1
19850760,3,4,2
19850760,3,5,1
19850760,4,5,1
19850761,1,2,2
19850761,3,4,2
19850761,4,5,2
19850762,1,2,1
19850762,1,3,1
19850762,1,5,1
19850762,2,3,2
19850762,2,4,1
19850762,2,5,1
19850762,3,4,2
19850762,3,5,1
19850762,4,5,1
19850764,1,2,2
19850764,1,3,2
19850764,1,4,1
19850764,2,3,1
19850764,2,4,2
19850764,3,4,1
19850764,3,5,2
19850765,2,3,2
19850767,1,2,2
19850767,1,3,1
19850767,1,4,1
19850767,2,4,1
19850767,3,4,2
19850768,1,2,1
19850768,1,3,1
19850768,1,4,1
19850769,1,2,2
19850769,1,3,2
19850769,2,3,2
19850770,1,2,2
19850770,1,3,2
19850770,2,3,2
19850771,1,2,2
19850771,1,3,2
19850771,2,3,2
19850772,1,2,2
19850772,1,3,2
19850772,2,3,1
19850773,1,2,2
19850774,1,2,1
19850774,1,3,2
19850774,1,4,1
19850774,2,3,1
19850774,2,4,1
19850774,3,4,2
19850775,1,2,2
19850775,1,3,2
19850775,2,3,2
19850776,1,2,1
19850777,1,2,1
19850777,1,3,1
19850777,2,3,1
19850778,2,3,1
19850779,1,2,2
19850779,1,3,2
19850779,2,3,2
19850780,1,2,1
19850780,1,3,1
19850780,2,3,1
19850781,1,2,1
19850781,1,3,2
19850781,1,4,2
19850781,1,5,1
19850781,2,3,1
19850781,2,5,2
19850781,3,4,2
19850781,3,5,1
19850782,1,2,1
19850782,1,3,1
19850782,2,3,2
19850782,2,4,2
19850782,3,4,2
19850783,1,2,2
19850784,1,2,1
19850784,2,3,2
19850786,1,2,1
19850786,1,3,2
19850786,1,4,2
19850786,2,3,1
19850786,2,4,1
19850786,3,4,2
19850787,1,2,1
19850787,1,3,1
19850787,1,4,1
19850787,2,3,1
19850787,2,4,1
19850787,3,4,1
19850788,1,2,1
19850790,1,2,1
19850790,1,3,2
19850790,1,4,2
19850790,3,4,1
19850791,1,2,2
19850791,1,3,2
19850791,2,3,2
19850794,1,2,1
19850795,1,2,2
19850798,1,2,2
19850799,1,2,1
19850799,1,3,2
19850799,1,4,1
19850799,1,5,2
19850799,3,4,1
19850799,3,5,2
19850800,1,2,2
19850800,1,3,2
19850800,2,3,2
19850802,1,2,1
19850802,1,3,2
19850802,2,3,1
19850803,1,2,1
19850803,1,3,1
19850803,2,3,1
19850803,3,4,1
19850803,3,5,2
19850803,4,5,1
19850805,1,2,2
19850806,1,2,1
19850806,1,3,1
19850806,2,3,2
19850807,1,2,2
19850808,1,2,1
19850810,1,2,1
19850810,1,3,1
19850810,1,5,1
19850810,2,3,1
19850810,2,4,1
19850810,2,5,1
19850810,3,4,1
19850810,3,5,2
19850811,1,2,2
19850811,1,3,1
19850811,1,4,2
19850811,2,3,1
19850811,2,4,2
19850811,3,4,1
19850818,1,2,2
19850818,1,3,1
19850818,2,3,1
19850820,3,4,2
19850821,1,2,1
19850821,1,3,1
19850821,2,3,1
19850822,1,2,1
19850824,1,2,2
19850825,1,4,1
19850825,1,5,1
19850825,4,5,1
19850826,1,2,2
19850826,1,3,2
19850826,1,4,2
19850826,1,5,2
19850826,2,3,2
19850826,2,4,2
19850826,2,5,2
19850826,3,4,2
19850826,3,5,2
19850826,4,5,2
19850827,1,2,1
19850827,1,3,2
19850827,2,3,2
19850828,1,2,2
19850828,1,5,2
19850828,2,5,2
19850828,3,4,2
19850829,1,2,1
19850829,1,3,2
19850829,1,4,2
19850829,2,3,1
19850829,2,4,1
19850829,3,4,1
19850830,1,2,2
19850830,1,4,1
19850830,1,5,2
19850830,2,4,1
19850830,2,5,2
19850830,3,4,2
19850830,3,5,2
19850830,4,5,2
19850831,1,2,2
19850832,1,2,1
19850832,1,3,1
19850832,1,4,2
19850832,2,3,1
19850832,2,4,1
19850834,1,2,1
19850835,1,2,2
19850835,1,3,2
19850835,2,3,2
19850837,1,2,2
19850838,1,3,1
19850838,2,3,1
19850839,1,2,2
19850839,1,3,2
19850839,1,4,2
19850839,1,5,2
19850839,2,3,2
19850839,2,4,2
19850839,2,5,2
19850839,3,4,2
19850839,3,5,2
19850839,4,5,2
19850840,1,2,1
19850840,2,3,1
19850840,3,4,2
19850840,4,5,2
19850841,1,2,1
19850842,1,2,2
19850842,1,3,2
19850842,1,4,2
19850842,1,5,1
19850842,2,3,2
19850842,2,4,2
19850842,2,5,1
19850842,3,4,2
19850842,3,5,1
19850842,4,5,1
19850846,1,2,2
19850846,1,3,1
19850846,2,3,1
19850847,1,2,2
19850848,1,2,2
19850849,1,2,1
19850849,1,3,1
19850849,1,4,1
19850849,2,3,2
19850849,2,4,2
19850849,3,4,2
19850850,1,2,1
19850850,1,3,1
19850850,1,4,1
19850850,1,5,2
19850850,2,3,1
19850850,2,4,1
19850850,2,5,1
19850850,3,4,1
19850850,4,5,1
19850851,1,2,2
19850851,1,3,1
19850851,1,4,2
19850851,2,3,2
19850851,2,4,2
19850852,1,2,2
19850852,1,3,2
19850852,2,3,2
19850853,1,2,2
19850853,1,4,1
19850853,3,4,1
19850854,1,2,1
19850854,1,3,1
19850856,1,2,1
19850856,1,3,2
19850856,1,4,2
19850856,2,3,1
19850856,3,4,2
19850857,1,2,2
19850857,1,3,2
19850857,2,3,2
19850858,1,2,1
19850858,1,3,1
19850858,2,3,1
19850859,1,2,2
19850859,1,3,2
19850859,1,4,2
19850859,2,3,2
19850859,2,4,2
19850859,3,4,2
19850860,1,2,2
19850860,1,3,1
19850860,1,4,1
19850860,2,4,1
19850860,3,4,1
19850861,1,2,2
19850861,1,3,2
19850861,2,3,2
19850862,1,2,2
19850862,1,3,2
19850862,1,4,2
19850862,2,3,2
19850862,2,4,2
19850862,3,4,2
19850863,1,2,1
19850863,3,4,2
19850863,3,5,2
19850863,4,5,2
19850864,1,2,2
19850864,1,3,2
19850864,2,3,2
19850865,1,3,1
19850865,2,3,2
19850866,1,2,1
19850866,1,3,2
19850866,1,4,2
19850866,2,3,1
19850866,3,4,2
19850867,1,2,2
19850867,1,3,2
19850867,2,3,2
19850867,3,4,2
19850868,1,2,1
19850868,1,3,1
19850868,1,4,1
19850868,1,5,1
19850868,2,3,1
19850868,2,4,1
19850868,2,5,1
19850868,3,4,1
19850868,3,5,1
19850868,4,5,1
19850869,1,2,1
19850869,1,3,1
19850869,1,4,1
19850869,1,5,1
19850869,2,3,1
19850869,2,4,2
19850869,2,5,2
19850869,3,4,2
19850869,3,5,1
19850869,4,5,2
19850870,1,3,1
19850870,1,4,1
19850870,2,4,2
19850870,3,4,1
19850871,1,2,2
19850871,1,3,2
19850871,2,3,2
19850872,1,3,2
19850873,1,2,2
19850873,1,3,2
19850873,1,4,2
19850873,2,3,2
19850873,2,4,2
19850873,3,4,2
19850874,1,2,2
19850874,1,3,2
19850874,1,4,1
19850874,2,3,1
19850874,3,4,2
19850874,3,5,2
19850874,4,5,2
19850875,1,2,2
19850875,1,3,2
19850875,1,4,2
19850875,2,3,2
