"sender" "receiver"
1 4
1 5
1 7
1 9
1 15
2 3
2 5
2 11
2 17
3 2
3 5
3 6
3 11
3 17
4 2
4 6
4 14
4 18
5 1
5 3
5 17
5 18
7 1
7 2
7 6
7 8
7 9
7 15
7 18
8 4
8 6
8 14
8 18
9 1
9 6
9 7
9 8
9 15
9 17
11 2
11 3
11 5
11 17
14 1
14 4
14 6
14 8
14 18
15 1
15 6
15 7
15 8
15 9
17 2
17 3
17 4
17 5
17 9
17 11
18 4
18 6
18 14
